TRAJECTORY;ASTAGarageSquare_fellow_1;0.1;2246;
LINE;0.00;20.51;121.73;0.00; 5.07;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.01;20.51;121.73;0.00; 5.07;  0.00;   0.01;    0.00;        0;ENDLINE;
LINE;0.02;20.51;121.73;0.00; 5.07;  0.00;   0.08;    0.00;        0;ENDLINE;
LINE;0.03;20.51;121.73;0.00; 5.07;  0.00;   0.19;    0.00;        0;ENDLINE;
LINE;0.04;20.51;121.73;0.00; 5.07;  0.00;   0.31;    0.00;        0;ENDLINE;
LINE;0.05;20.51;121.73;0.00; 5.07;  0.01;   0.44;    0.00;        0;ENDLINE;
LINE;0.06;20.51;121.73;0.00; 5.07;  0.01;   0.55;    0.00;        0;ENDLINE;
LINE;0.07;20.51;121.73;0.00; 5.07;  0.02;   0.66;    0.00;        0;ENDLINE;
LINE;0.08;20.51;121.73;0.00; 5.07;  0.02;   0.77;    0.00;        0;ENDLINE;
LINE;0.09;20.51;121.73;0.00; 5.07;  0.03;   0.87;    0.00;        0;ENDLINE;
LINE;0.10;20.51;121.73;0.00; 5.07;  0.04;   0.98;    0.00;        0;ENDLINE;
LINE;0.11;20.51;121.73;0.00; 5.07;  0.05;   1.07;    0.00;        0;ENDLINE;
LINE;0.12;20.51;121.73;0.00; 5.07;  0.06;   1.17;    0.00;        0;ENDLINE;
LINE;0.13;20.51;121.73;0.00; 5.07;  0.07;   1.26;    0.00;        0;ENDLINE;
LINE;0.14;20.51;121.73;0.00; 5.07;  0.08;   1.34;    0.00;        0;ENDLINE;
LINE;0.15;20.51;121.73;0.00; 5.07;  0.10;   1.43;    0.00;        0;ENDLINE;
LINE;0.16;20.51;121.73;0.00; 5.07;  0.11;   1.51;    0.00;        0;ENDLINE;
LINE;0.17;20.51;121.73;0.00; 5.07;  0.13;   1.59;    0.00;        0;ENDLINE;
LINE;0.18;20.51;121.73;0.00; 5.07;  0.14;   1.66;    0.00;        0;ENDLINE;
LINE;0.19;20.51;121.73;0.00; 5.07;  0.16;   1.73;    0.00;        0;ENDLINE;
LINE;0.20;20.51;121.72;0.00; 5.07;  0.18;   1.80;    0.00;        0;ENDLINE;
LINE;0.21;20.51;121.72;0.00; 5.07;  0.19;   1.86;    0.00;        0;ENDLINE;
LINE;0.22;20.51;121.72;0.00; 5.07;  0.21;   1.91;    0.00;        0;ENDLINE;
LINE;0.23;20.51;121.72;0.00; 5.07;  0.23;   1.97;    0.00;        0;ENDLINE;
LINE;0.24;20.52;121.72;0.00; 5.07;  0.25;   2.02;    0.00;        0;ENDLINE;
LINE;0.25;20.52;121.71;0.00; 5.07;  0.27;   2.07;    0.00;        0;ENDLINE;
LINE;0.26;20.52;121.71;0.00; 5.07;  0.29;   2.11;    0.00;        0;ENDLINE;
LINE;0.27;20.52;121.71;0.00; 5.07;  0.31;   2.15;    0.00;        0;ENDLINE;
LINE;0.28;20.52;121.71;0.00; 5.07;  0.33;   2.19;    0.00;        0;ENDLINE;
LINE;0.29;20.52;121.70;0.00; 5.07;  0.36;   2.23;    0.00;        0;ENDLINE;
LINE;0.30;20.52;121.70;0.00; 5.07;  0.38;   2.26;    0.00;        0;ENDLINE;
LINE;0.31;20.52;121.69;0.00; 5.07;  0.40;   2.29;    0.00;        0;ENDLINE;
LINE;0.32;20.53;121.69;0.00; 5.07;  0.42;   2.32;    0.00;        0;ENDLINE;
LINE;0.33;20.53;121.69;0.00; 5.07;  0.45;   2.35;    0.00;        0;ENDLINE;
LINE;0.34;20.53;121.68;0.00; 5.07;  0.47;   2.38;    0.00;        0;ENDLINE;
LINE;0.35;20.53;121.68;0.00; 5.07;  0.50;   2.40;    0.00;        0;ENDLINE;
LINE;0.36;20.53;121.67;0.00; 5.07;  0.52;   2.42;    0.00;        0;ENDLINE;
LINE;0.37;20.53;121.67;0.00; 5.07;  0.54;   2.44;    0.00;        0;ENDLINE;
LINE;0.38;20.54;121.66;0.00; 5.07;  0.57;   2.46;    0.00;        0;ENDLINE;
LINE;0.39;20.54;121.66;0.00; 5.07;  0.59;   2.48;    0.00;        0;ENDLINE;
LINE;0.40;20.54;121.65;0.00; 5.07;  0.62;   2.49;    0.00;        0;ENDLINE;
LINE;0.41;20.54;121.65;0.00; 5.07;  0.64;   2.51;    0.00;        0;ENDLINE;
LINE;0.42;20.54;121.64;0.00; 5.07;  0.67;   2.52;    0.00;        0;ENDLINE;
LINE;0.43;20.55;121.63;0.00; 5.07;  0.69;   2.53;    0.00;        0;ENDLINE;
LINE;0.44;20.55;121.63;0.00; 5.07;  0.72;   2.54;    0.00;        0;ENDLINE;
LINE;0.45;20.55;121.62;0.00; 5.07;  0.74;   2.55;    0.00;        0;ENDLINE;
LINE;0.46;20.55;121.61;0.00; 5.07;  0.77;   2.56;    0.00;        0;ENDLINE;
LINE;0.47;20.56;121.61;0.00; 5.07;  0.79;   2.56;    0.00;        0;ENDLINE;
LINE;0.48;20.56;121.60;0.00; 5.07;  0.82;   2.57;    0.00;        0;ENDLINE;
LINE;0.49;20.56;121.59;0.00; 5.07;  0.85;   2.57;    0.00;        0;ENDLINE;
LINE;0.50;20.57;121.58;0.00; 5.07;  0.87;   2.57;    0.00;        0;ENDLINE;
LINE;0.51;20.57;121.57;0.00; 5.07;  0.90;   2.57;    0.00;        0;ENDLINE;
LINE;0.52;20.57;121.57;0.00; 5.07;  0.92;   2.57;    0.00;        0;ENDLINE;
LINE;0.53;20.58;121.56;0.00; 5.07;  0.95;   2.57;    0.00;        0;ENDLINE;
LINE;0.54;20.58;121.55;0.00; 5.07;  0.97;   2.56;    0.00;        0;ENDLINE;
LINE;0.55;20.58;121.54;0.00; 5.07;  1.00;   2.56;    0.00;        0;ENDLINE;
LINE;0.56;20.59;121.53;0.00; 5.07;  1.02;   2.55;    0.00;        0;ENDLINE;
LINE;0.57;20.59;121.52;0.00; 5.07;  1.05;   2.54;    0.00;        0;ENDLINE;
LINE;0.58;20.59;121.51;0.00; 5.07;  1.08;   2.54;    0.00;        0;ENDLINE;
LINE;0.59;20.60;121.50;0.00; 5.07;  1.10;   2.53;    0.00;        0;ENDLINE;
LINE;0.60;20.60;121.49;0.00; 5.07;  1.13;   2.52;    0.00;        0;ENDLINE;
LINE;0.61;20.61;121.48;0.00; 5.07;  1.15;   2.52;    0.00;        0;ENDLINE;
LINE;0.62;20.61;121.47;0.00; 5.07;  1.18;   2.51;    0.00;        0;ENDLINE;
LINE;0.63;20.61;121.46;0.00; 5.07;  1.20;   2.50;    0.00;        0;ENDLINE;
LINE;0.64;20.62;121.44;0.00; 5.07;  1.23;   2.49;    0.00;        0;ENDLINE;
LINE;0.65;20.62;121.43;0.00; 5.07;  1.25;   2.48;    0.00;        0;ENDLINE;
LINE;0.66;20.63;121.42;0.00; 5.07;  1.28;   2.48;    0.00;        0;ENDLINE;
LINE;0.67;20.63;121.41;0.00; 5.07;  1.30;   2.47;    0.00;        0;ENDLINE;
LINE;0.68;20.64;121.40;0.00; 5.07;  1.33;   2.46;    0.00;        0;ENDLINE;
LINE;0.69;20.64;121.38;0.00; 5.07;  1.35;   2.45;    0.00;        0;ENDLINE;
LINE;0.70;20.65;121.37;0.00; 5.07;  1.38;   2.44;    0.00;        0;ENDLINE;
LINE;0.71;20.65;121.36;0.00; 5.07;  1.40;   2.43;    0.00;        0;ENDLINE;
LINE;0.72;20.66;121.35;0.00; 5.07;  1.42;   2.43;    0.00;        0;ENDLINE;
LINE;0.73;20.66;121.33;0.00; 5.07;  1.45;   2.42;    0.00;        0;ENDLINE;
LINE;0.74;20.67;121.32;0.00; 5.07;  1.47;   2.41;    0.00;        0;ENDLINE;
LINE;0.75;20.67;121.30;0.00; 5.07;  1.50;   2.40;    0.00;        0;ENDLINE;
LINE;0.76;20.68;121.29;0.00; 5.07;  1.52;   2.40;    0.00;        0;ENDLINE;
LINE;0.77;20.68;121.28;0.00; 5.07;  1.54;   2.39;    0.00;        0;ENDLINE;
LINE;0.78;20.69;121.26;0.00; 5.07;  1.57;   2.38;    0.00;        0;ENDLINE;
LINE;0.79;20.69;121.25;0.00; 5.07;  1.59;   2.37;    0.00;        0;ENDLINE;
LINE;0.80;20.70;121.23;0.00; 5.07;  1.62;   2.37;    0.00;        0;ENDLINE;
LINE;0.81;20.70;121.22;0.00; 5.07;  1.64;   2.36;    0.00;        0;ENDLINE;
LINE;0.82;20.71;121.20;0.00; 5.07;  1.66;   2.35;    0.00;        0;ENDLINE;
LINE;0.83;20.72;121.19;0.00; 5.07;  1.69;   2.34;    0.00;        0;ENDLINE;
LINE;0.84;20.72;121.17;0.00; 5.07;  1.71;   2.34;    0.00;        0;ENDLINE;
LINE;0.85;20.73;121.15;0.00; 5.07;  1.73;   2.33;    0.00;        0;ENDLINE;
LINE;0.86;20.73;121.14;0.00; 5.07;  1.76;   2.32;    0.00;        0;ENDLINE;
LINE;0.87;20.74;121.12;0.00; 5.07;  1.78;   2.32;    0.00;        0;ENDLINE;
