TRAJECTORY;ASTAGarageSquare_ego;0.1;1809;;;;;;;
LINE;8.33;42.69;72.41;-0.00; 5.61;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.34;42.74;72.38;-0.00; 5.61;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.35;42.79;72.35;-0.00; 5.61;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.36;42.83;72.33;-0.00; 5.62;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.37;42.88;72.30;-0.00; 5.62;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.38;42.93;72.27;-0.00; 5.62;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.39;42.98;72.25;-0.00; 5.63;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.40;43.03;72.22;-0.00; 5.63;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.41;43.08;72.20;-0.00; 5.63;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.42;43.13;72.17;-0.00; 5.64;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.43;43.18;72.14;-0.00; 5.64;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.44;43.23;72.12;-0.00; 5.64;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.45;43.28;72.09;-0.00; 5.65;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.46;43.33;72.07;-0.00; 5.65;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.47;43.38;72.04;-0.00; 5.66;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.48;43.43;72.02;-0.00; 5.66;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.49;43.49;72.00;-0.00; 5.66;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.50;43.54;71.97;-0.00; 5.67;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.51;43.59;71.95;-0.00; 5.67;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.52;43.64;71.92;-0.00; 5.67;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.53;43.69;71.90;-0.00; 5.68;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.54;43.74;71.88;-0.00; 5.68;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.55;43.79;71.85;-0.00; 5.68;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.56;43.84;71.83;-0.00; 5.69;  5.53;  -0.17;    0.06;0;ENDLINE
LINE;8.57;43.89;71.81;-0.00; 5.69;  5.53;  -0.18;    0.06;0;ENDLINE
LINE;8.58;43.94;71.78;-0.00; 5.70;  5.53;  -0.18;    0.06;0;ENDLINE
LINE;8.59;44.00;71.76;-0.00; 5.70;  5.53;  -0.18;    0.06;0;ENDLINE
LINE;8.60;44.05;71.74;-0.00; 5.70;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.61;44.10;71.72;-0.00; 5.71;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.62;44.15;71.70;-0.00; 5.71;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.63;44.20;71.67;-0.00; 5.71;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.64;44.26;71.65;-0.00; 5.72;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.65;44.31;71.63;-0.00; 5.72;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.66;44.36;71.61;-0.00; 5.72;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.67;44.41;71.59;-0.00; 5.73;  5.54;  -0.18;    0.07;0;ENDLINE
LINE;8.68;44.46;71.57;-0.00; 5.73;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.69;44.52;71.55;-0.00; 5.73;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.70;44.57;71.53;-0.00; 5.74;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.71;44.62;71.51;-0.00; 5.74;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.72;44.67;71.49;-0.00; 5.75;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.73;44.73;71.47;-0.00; 5.75;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.74;44.78;71.45;-0.00; 5.75;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.75;44.83;71.43;-0.00; 5.76;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.76;44.89;71.41;-0.00; 5.76;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.77;44.94;71.39;-0.00; 5.76;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.78;44.99;71.37;-0.00; 5.77;  5.54;  -0.19;    0.07;0;ENDLINE
LINE;8.79;45.04;71.35;-0.00; 5.77;  5.54;  -0.20;    0.07;0;ENDLINE
LINE;8.80;45.10;71.34;-0.00; 5.78;  5.54;  -0.20;    0.07;0;ENDLINE
LINE;8.81;45.15;71.32;-0.00; 5.78;  5.54;  -0.20;    0.07;0;ENDLINE
LINE;8.82;45.20;71.30;-0.00; 5.78;  5.54;  -0.20;    0.07;0;ENDLINE
LINE;8.83;45.26;71.28;-0.00; 5.79;  5.54;  -0.20;    0.07;0;ENDLINE
LINE;8.84;45.31;71.27;-0.00; 5.79;  5.54;  -0.20;    0.07;0;ENDLINE
LINE;8.85;45.36;71.25;-0.00; 5.79;  5.54;  -0.20;    0.07;0;ENDLINE
LINE;8.86;45.42;71.23;-0.00; 5.80;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.87;45.47;71.21;-0.00; 5.80;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.88;45.53;71.20;-0.00; 5.81;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.89;45.58;71.18;-0.00; 5.81;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.90;45.63;71.17;-0.00; 5.81;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.91;45.69;71.15;-0.00; 5.82;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.92;45.74;71.13;-0.00; 5.82;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.93;45.80;71.12;-0.00; 5.82;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.94;45.85;71.10;-0.00; 5.83;  5.54;  -0.21;    0.07;0;ENDLINE
LINE;8.95;45.90;71.09;-0.00; 5.83;  5.54;  -0.22;    0.07;0;ENDLINE
LINE;8.96;45.96;71.07;-0.00; 5.84;  5.54;  -0.22;    0.07;0;ENDLINE
LINE;8.97;46.01;71.06;-0.00; 5.84;  5.54;  -0.22;    0.07;0;ENDLINE
LINE;8.98;46.07;71.04;-0.00; 5.84;  5.54;  -0.22;    0.07;0;ENDLINE
LINE;8.99;46.12;71.03;-0.00; 5.85;  5.54;  -0.22;    0.07;0;ENDLINE
LINE;9.00;46.18;71.02;-0.00; 5.85;  5.54;  -0.23;    0.07;0;ENDLINE
LINE;9.01;46.23;71.00;-0.00; 5.85;  5.54;  -0.23;    0.07;0;ENDLINE
LINE;9.02;46.29;70.99;-0.00; 5.86;  5.54;  -0.23;    0.07;0;ENDLINE
LINE;9.03;46.34;70.98;-0.00; 5.86;  5.54;  -0.23;    0.07;0;ENDLINE
LINE;9.04;46.40;70.96;-0.00; 5.87;  5.54;  -0.23;    0.07;0;ENDLINE
LINE;9.05;46.45;70.95;-0.00; 5.87;  5.54;  -0.23;    0.07;0;ENDLINE
LINE;9.06;46.51;70.94;-0.00; 5.87;  5.54;  -0.23;    0.07;0;ENDLINE
LINE;9.07;46.56;70.93;-0.00; 5.88;  5.54;  -0.24;    0.07;0;ENDLINE
LINE;9.08;46.62;70.91;-0.00; 5.88;  5.54;  -0.24;    0.07;0;ENDLINE
LINE;9.09;46.67;70.90;-0.00; 5.89;  5.54;  -0.24;    0.07;0;ENDLINE
LINE;9.10;46.73;70.89;-0.00; 5.89;  5.54;  -0.24;    0.07;0;ENDLINE
LINE;9.11;46.78;70.88;-0.00; 5.89;  5.54;  -0.24;    0.07;0;ENDLINE
LINE;9.12;46.84;70.87;-0.00; 5.90;  5.54;  -0.24;    0.07;0;ENDLINE
LINE;9.13;46.89;70.86;-0.00; 5.90;  5.54;  -0.24;    0.07;0;ENDLINE
LINE;9.14;46.95;70.85;-0.00; 5.91;  5.54;  -0.25;    0.07;0;ENDLINE
LINE;9.15;47.00;70.84;-0.00; 5.91;  5.54;  -0.25;    0.07;0;ENDLINE
LINE;9.16;47.06;70.83;-0.00; 5.91;  5.54;  -0.25;    0.07;0;ENDLINE
LINE;9.17;47.11;70.82;-0.00; 5.92;  5.54;  -0.25;    0.07;0;ENDLINE
LINE;9.18;47.17;70.81;-0.00; 5.92;  5.54;  -0.25;    0.07;0;ENDLINE
LINE;9.19;47.23;70.80;-0.00; 5.93;  5.54;  -0.25;    0.07;0;ENDLINE
LINE;9.20;47.28;70.79;-0.00; 5.93;  5.54;  -0.25;    0.07;0;ENDLINE
LINE;9.21;47.34;70.78;-0.00; 5.93;  5.54;  -0.26;    0.07;0;ENDLINE
LINE;9.22;47.39;70.77;-0.00; 5.94;  5.54;  -0.26;    0.07;0;ENDLINE
LINE;9.23;47.45;70.76;-0.00; 5.94;  5.54;  -0.26;    0.07;0;ENDLINE
LINE;9.24;47.50;70.75;-0.00; 5.95;  5.54;  -0.26;    0.07;0;ENDLINE
LINE;9.25;47.56;70.75;-0.00; 5.95;  5.54;  -0.26;    0.07;0;ENDLINE
LINE;9.26;47.62;70.74;-0.00; 5.95;  5.54;  -0.26;    0.07;0;ENDLINE
LINE;9.27;47.67;70.73;-0.00; 5.96;  5.54;  -0.26;    0.07;0;ENDLINE
LINE;9.28;47.73;70.72;-0.00; 5.96;  5.54;  -0.27;    0.07;0;ENDLINE
LINE;9.29;47.78;70.72;-0.00; 5.97;  5.54;  -0.27;    0.07;0;ENDLINE
LINE;9.30;47.84;70.71;-0.00; 5.97;  5.54;  -0.27;    0.07;0;ENDLINE
LINE;9.31;47.90;70.70;-0.00; 5.97;  5.54;  -0.27;    0.07;0;ENDLINE
LINE;9.32;47.95;70.70;-0.00; 5.98;  5.54;  -0.27;    0.07;0;ENDLINE
LINE;9.33;48.01;70.69;-0.00; 5.98;  5.54;  -0.27;    0.07;0;ENDLINE
LINE;9.34;48.07;70.69;-0.00; 5.99;  5.54;  -0.27;    0.07;0;ENDLINE
LINE;9.35;48.12;70.68;-0.00; 5.99;  5.54;  -0.28;    0.07;0;ENDLINE
LINE;9.36;48.18;70.68;-0.00; 5.99;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.37;48.23;70.67;-0.00; 6.00;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.38;48.29;70.67;-0.00; 6.00;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.39;48.35;70.66;-0.00; 6.01;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.40;48.40;70.66;-0.00; 6.01;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.41;48.46;70.66;-0.00; 6.02;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.42;48.52;70.65;-0.00; 6.02;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.43;48.57;70.65;-0.00; 6.02;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.44;48.63;70.65;-0.00; 6.03;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.45;48.69;70.64;-0.00; 6.03;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.46;48.74;70.64;-0.00; 6.04;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.47;48.80;70.64;-0.00; 6.04;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.48;48.85;70.64;-0.00; 6.05;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.49;48.91;70.64;-0.00; 6.05;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.50;48.97;70.63;-0.00; 6.05;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.51;49.02;70.63;-0.00; 6.06;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.52;49.08;70.63;-0.00; 6.06;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.53;49.14;70.63;-0.00; 6.07;  5.54;  -0.28;    0.08;0;ENDLINE
LINE;9.54;49.19;70.63;-0.00; 6.07;  5.54;  -0.30;    0.08;0;ENDLINE
LINE;9.55;49.25;70.63;-0.00; 6.08;  5.54;  -0.35;    0.08;0;ENDLINE
LINE;9.56;49.31;70.63;-0.00; 6.08;  5.53;  -0.43;    0.08;0;ENDLINE
LINE;9.57;49.36;70.63;-0.00; 6.08;  5.53;  -0.51;    0.08;0;ENDLINE
LINE;9.58;49.42;70.63;-0.00; 6.09;  5.53;  -0.59;    0.08;0;ENDLINE
LINE;9.59;49.48;70.63;-0.00; 6.09;  5.53;  -0.67;    0.08;0;ENDLINE
LINE;9.60;49.53;70.63;-0.00; 6.10;  5.52;  -0.74;    0.08;0;ENDLINE
LINE;9.61;49.59;70.64;-0.00; 6.10;  5.52;  -0.79;    0.08;0;ENDLINE
LINE;9.62;49.65;70.64;-0.00; 6.11;  5.51;  -0.85;    0.08;0;ENDLINE
LINE;9.63;49.70;70.64;-0.00; 6.11;  5.51;  -0.90;    0.08;0;ENDLINE
LINE;9.64;49.76;70.64;-0.00; 6.11;  5.50;  -0.95;    0.08;0;ENDLINE
LINE;9.65;49.81;70.64;-0.00; 6.12;  5.49;  -0.99;    0.08;0;ENDLINE
LINE;9.66;49.87;70.65;-0.00; 6.12;  5.49;  -1.03;    0.08;0;ENDLINE
LINE;9.67;49.93;70.65;-0.00; 6.13;  5.48;  -1.07;    0.08;0;ENDLINE
LINE;9.68;49.98;70.65;-0.01; 6.13;  5.47;  -1.10;    0.08;0;ENDLINE
LINE;9.69;50.04;70.66;-0.01; 6.14;  5.46;  -1.14;    0.08;0;ENDLINE
LINE;9.70;50.09;70.66;-0.01; 6.14;  5.45;  -1.17;    0.08;0;ENDLINE
LINE;9.71;50.15;70.66;-0.01; 6.14;  5.44;  -1.19;    0.08;0;ENDLINE
LINE;9.72;50.20;70.67;-0.01; 6.15;  5.43;  -1.20;    0.08;0;ENDLINE
LINE;9.73;50.26;70.67;-0.01; 6.15;  5.43;  -1.22;    0.08;0;ENDLINE
LINE;9.74;50.31;70.68;-0.01; 6.16;  5.42;  -1.24;    0.08;0;ENDLINE
LINE;9.75;50.37;70.68;-0.01; 6.16;  5.41;  -1.25;    0.08;0;ENDLINE
LINE;9.76;50.42;70.69;-0.01; 6.17;  5.40;  -1.27;    0.08;0;ENDLINE
LINE;9.77;50.48;70.69;-0.01; 6.17;  5.39;  -1.29;    0.08;0;ENDLINE
LINE;9.78;50.53;70.70;-0.01; 6.17;  5.38;  -1.31;    0.08;0;ENDLINE
LINE;9.79;50.59;70.70;-0.01; 6.18;  5.37;  -1.32;    0.08;0;ENDLINE
LINE;9.80;50.64;70.71;-0.01; 6.18;  5.36;  -1.33;    0.08;0;ENDLINE
LINE;9.81;50.70;70.72;-0.01; 6.19;  5.34;  -1.34;    0.08;0;ENDLINE
LINE;9.82;50.75;70.72;-0.01; 6.19;  5.33;  -1.36;    0.08;0;ENDLINE
LINE;9.83;50.81;70.73;-0.01; 6.20;  5.32;  -1.37;    0.08;0;ENDLINE
LINE;9.84;50.86;70.74;-0.01; 6.20;  5.31;  -1.38;    0.08;0;ENDLINE
LINE;9.85;50.91;70.74;-0.01; 6.20;  5.30;  -1.39;    0.08;0;ENDLINE
LINE;9.86;50.97;70.75;-0.01; 6.21;  5.29;  -1.40;    0.08;0;ENDLINE
LINE;9.87;51.02;70.76;-0.01; 6.21;  5.28;  -1.40;    0.08;0;ENDLINE
LINE;9.88;51.07;70.76;-0.01; 6.22;  5.27;  -1.41;    0.08;0;ENDLINE
LINE;9.89;51.13;70.77;-0.01; 6.22;  5.26;  -1.42;    0.08;0;ENDLINE
LINE;9.90;51.18;70.78;-0.01; 6.22;  5.24;  -1.42;    0.08;0;ENDLINE
LINE;9.91;51.23;70.79;-0.01; 6.23;  5.23;  -1.43;    0.08;0;ENDLINE
LINE;9.92;51.29;70.80;-0.01; 6.23;  5.22;  -1.44;    0.08;0;ENDLINE
LINE;9.93;51.34;70.81;-0.01; 6.24;  5.21;  -1.44;    0.08;0;ENDLINE
LINE;9.94;51.39;70.81;-0.01; 6.24;  5.20;  -1.45;    0.08;0;ENDLINE
LINE;9.95;51.44;70.82;-0.01; 6.24;  5.18;  -1.45;    0.08;0;ENDLINE
LINE;9.96;51.50;70.83;-0.01; 6.25;  5.17;  -1.45;    0.08;0;ENDLINE
LINE;9.97;51.55;70.84;-0.01; 6.25;  5.16;  -1.46;    0.08;0;ENDLINE
LINE;9.98;51.60;70.85;-0.01; 6.26;  5.15;  -1.46;    0.08;0;ENDLINE
LINE;9.99;51.65;70.86;-0.01; 6.26;  5.14;  -1.46;    0.08;0;ENDLINE
LINE;10.00;51.70;70.87;-0.01; 6.26;  5.12;  -1.47;    0.08;0;ENDLINE
LINE;10.01;51.75;70.88;-0.01; 6.27;  5.11;  -1.47;    0.08;0;ENDLINE
LINE;10.02;51.80;70.89;-0.01; 6.27;  5.10;  -1.47;    0.08;0;ENDLINE
LINE;10.03;51.86;70.90;-0.01; 6.28;  5.09;  -1.47;    0.07;0;ENDLINE
LINE;10.04;51.91;70.91;-0.01; 6.28;  5.07;  -1.47;    0.07;0;ENDLINE
LINE;10.05;51.96;70.92;-0.01; 6.28;  5.06;  -1.47;    0.07;0;ENDLINE
LINE;10.06;52.01;70.93;-0.01; 6.29;  5.05;  -1.47;    0.07;0;ENDLINE
LINE;10.07;52.06;70.94;-0.01; 6.29;  5.04;  -1.47;    0.07;0;ENDLINE
LINE;10.08;52.11;70.95;-0.01; 6.30;  5.02;  -1.47;    0.07;0;ENDLINE
LINE;10.09;52.16;70.96;-0.01; 6.30;  5.01;  -1.47;    0.07;0;ENDLINE
LINE;10.10;52.21;70.97;-0.01; 6.30;  5.00;  -1.47;    0.07;0;ENDLINE
LINE;10.11;52.26;70.99;-0.01; 6.31;  4.99;  -1.47;    0.07;0;ENDLINE
LINE;10.12;52.31;71.00;-0.01; 6.31;  4.97;  -1.47;    0.07;0;ENDLINE
LINE;10.13;52.36;71.01;-0.01; 6.31;  4.96;  -1.47;    0.07;0;ENDLINE
LINE;10.14;52.41;71.02;-0.01; 6.32;  4.95;  -1.47;    0.07;0;ENDLINE
LINE;10.15;52.46;71.03;-0.01; 6.32;  4.94;  -1.47;    0.07;0;ENDLINE
LINE;10.16;52.50;71.04;-0.01; 6.32;  4.92;  -1.47;    0.07;0;ENDLINE
LINE;10.17;52.55;71.06;-0.01; 6.33;  4.91;  -1.46;    0.07;0;ENDLINE
LINE;10.18;52.60;71.07;-0.01; 6.33;  4.90;  -1.42;    0.07;0;ENDLINE
LINE;10.19;52.65;71.08;-0.01; 6.33;  4.89;  -1.37;    0.07;0;ENDLINE
LINE;10.20;52.70;71.09;-0.01; 6.34;  4.88;  -1.31;    0.07;0;ENDLINE
LINE;10.21;52.75;71.10;-0.01; 6.34;  4.86;  -1.23;    0.07;0;ENDLINE
LINE;10.22;52.79;71.12;-0.01; 6.35;  4.85;  -1.12;    0.07;0;ENDLINE
LINE;10.23;52.84;71.13;-0.01; 6.35;  4.85;  -1.01;    0.07;0;ENDLINE
LINE;10.24;52.89;71.14;-0.01; 6.35;  4.84;  -0.85;    0.07;0;ENDLINE
LINE;10.25;52.94;71.15;-0.01; 6.36;  4.83;  -0.62;    0.07;0;ENDLINE
LINE;10.26;52.98;71.17;-0.01; 6.36;  4.83;  -0.40;    0.07;0;ENDLINE
LINE;10.27;53.03;71.18;-0.01; 6.36;  4.83;  -0.20;    0.07;0;ENDLINE
LINE;10.28;53.08;71.19;-0.01; 6.37;  4.83;  -0.02;    0.07;0;ENDLINE
LINE;10.29;53.13;71.21;-0.01; 6.37;  4.83;   0.15;    0.07;0;ENDLINE
LINE;10.30;53.17;71.22;-0.01; 6.37;  4.83;   0.31;    0.07;0;ENDLINE
LINE;10.31;53.22;71.23;-0.01; 6.38;  4.84;   0.45;    0.07;0;ENDLINE
LINE;10.32;53.27;71.25;-0.01; 6.38;  4.85;   0.59;    0.07;0;ENDLINE
LINE;10.33;53.32;71.26;-0.01; 6.38;  4.85;   0.73;    0.07;0;ENDLINE
LINE;10.34;53.36;71.27;-0.00; 6.38;  4.86;   0.86;    0.06;0;ENDLINE
LINE;10.35;53.41;71.29;-0.00; 6.39;  4.87;   0.98;    0.06;0;ENDLINE
LINE;10.36;53.46;71.30;-0.00; 6.39;  4.89;   1.08;    0.06;0;ENDLINE
LINE;10.37;53.51;71.32;-0.00; 6.39;  4.90;   1.18;    0.06;0;ENDLINE
LINE;10.38;53.55;71.33;-0.00; 6.40;  4.91;   1.27;    0.06;0;ENDLINE
LINE;10.39;53.60;71.34;-0.00; 6.40;  4.93;   1.34;    0.06;0;ENDLINE
LINE;10.40;53.65;71.36;-0.00; 6.40;  4.94;   1.39;    0.06;0;ENDLINE
LINE;10.41;53.70;71.37;-0.00; 6.41;  4.96;   1.42;    0.06;0;ENDLINE
LINE;10.42;53.75;71.39;0.00; 6.41;  4.97;   1.47;    0.06;0;ENDLINE
LINE;10.43;53.80;71.40;0.00; 6.41;  4.99;   1.51;    0.06;0;ENDLINE
LINE;10.44;53.84;71.42;0.00; 6.42;  5.01;   1.55;    0.06;0;ENDLINE
LINE;10.45;53.89;71.43;0.00; 6.42;  5.02;   1.59;    0.06;0;ENDLINE
LINE;10.46;53.94;71.45;0.00; 6.42;  5.04;   1.63;    0.06;0;ENDLINE
LINE;10.47;53.99;71.46;0.00; 6.42;  5.06;   1.66;    0.06;0;ENDLINE
LINE;10.48;54.04;71.48;0.00; 6.43;  5.08;   1.68;    0.06;0;ENDLINE
LINE;10.49;54.09;71.49;0.00; 6.43;  5.10;   1.71;    0.06;0;ENDLINE
LINE;10.50;54.14;71.51;0.01; 6.43;  5.11;   1.74;    0.06;0;ENDLINE
LINE;10.51;54.19;71.52;0.01; 6.44;  5.13;   1.76;    0.06;0;ENDLINE
LINE;10.52;54.24;71.54;0.01; 6.44;  5.15;   1.78;    0.05;0;ENDLINE
LINE;10.53;54.29;71.56;0.01; 6.44;  5.17;   1.80;    0.05;0;ENDLINE
LINE;10.54;54.34;71.57;0.01; 6.44;  5.19;   1.81;    0.05;0;ENDLINE
LINE;10.55;54.39;71.59;0.01; 6.45;  5.21;   1.79;    0.05;0;ENDLINE
LINE;10.56;54.44;71.60;0.01; 6.45;  5.23;   1.69;    0.05;0;ENDLINE
LINE;10.57;54.49;71.62;0.01; 6.45;  5.25;   1.55;    0.05;0;ENDLINE
LINE;10.58;54.54;71.64;0.01; 6.46;  5.26;   1.41;    0.05;0;ENDLINE
LINE;10.59;54.59;71.65;0.01; 6.46;  5.28;   1.28;    0.05;0;ENDLINE
LINE;10.60;54.64;71.67;0.01; 6.46;  5.29;   1.15;    0.05;0;ENDLINE
LINE;10.61;54.69;71.69;0.01; 6.46;  5.30;   1.01;    0.05;0;ENDLINE
LINE;10.62;54.74;71.70;0.01; 6.47;  5.31;   0.90;    0.05;0;ENDLINE
LINE;10.63;54.79;71.72;0.01; 6.47;  5.32;   0.81;    0.05;0;ENDLINE
LINE;10.64;54.84;71.74;0.01; 6.47;  5.33;   0.73;    0.05;0;ENDLINE
LINE;10.65;54.89;71.75;0.01; 6.47;  5.34;   0.66;    0.05;0;ENDLINE
LINE;10.66;54.95;71.77;0.01; 6.48;  5.35;   0.60;    0.05;0;ENDLINE
LINE;10.67;55.00;71.79;0.01; 6.48;  5.35;   0.56;    0.05;0;ENDLINE
LINE;10.68;55.05;71.81;0.01; 6.48;  5.36;   0.51;    0.05;0;ENDLINE
LINE;10.69;55.10;71.82;0.01; 6.48;  5.37;   0.48;    0.05;0;ENDLINE
LINE;10.70;55.15;71.84;0.00; 6.49;  5.37;   0.44;    0.05;0;ENDLINE
LINE;10.71;55.20;71.86;0.00; 6.49;  5.38;   0.41;    0.05;0;ENDLINE
LINE;10.72;55.25;71.88;0.00; 6.49;  5.38;   0.37;    0.04;0;ENDLINE
LINE;10.73;55.30;71.89;0.00; 6.49;  5.39;   0.35;    0.04;0;ENDLINE
LINE;10.74;55.35;71.91;0.00; 6.50;  5.39;   0.33;    0.04;0;ENDLINE
LINE;10.75;55.41;71.93;0.00; 6.50;  5.40;   0.31;    0.04;0;ENDLINE
LINE;10.76;55.46;71.95;0.00; 6.50;  5.40;   0.29;    0.04;0;ENDLINE
LINE;10.77;55.51;71.97;0.00; 6.50;  5.40;   0.28;    0.04;0;ENDLINE
LINE;10.78;55.56;71.98;0.00; 6.51;  5.41;   0.27;    0.04;0;ENDLINE
LINE;10.79;55.61;72.00;0.00; 6.51;  5.41;   0.26;    0.04;0;ENDLINE
LINE;10.80;55.66;72.02;0.00; 6.51;  5.41;   0.25;    0.04;0;ENDLINE
LINE;10.81;55.71;72.04;-0.00; 6.51;  5.42;   0.24;    0.04;0;ENDLINE
LINE;10.82;55.76;72.06;-0.00; 6.51;  5.42;   0.23;    0.04;0;ENDLINE
LINE;10.83;55.82;72.07;-0.00; 6.52;  5.42;   0.23;    0.04;0;ENDLINE
LINE;10.84;55.87;72.09;-0.00; 6.52;  5.43;   0.22;    0.04;0;ENDLINE
LINE;10.85;55.92;72.11;-0.00; 6.52;  5.43;   0.21;    0.04;0;ENDLINE
LINE;10.86;55.97;72.13;-0.00; 6.52;  5.43;   0.21;    0.04;0;ENDLINE
LINE;10.87;56.02;72.15;-0.00; 6.53;  5.43;   0.21;    0.04;0;ENDLINE
LINE;10.88;56.07;72.17;-0.00; 6.53;  5.44;   0.20;    0.04;0;ENDLINE
LINE;10.89;56.12;72.19;-0.00; 6.53;  5.44;   0.20;    0.04;0;ENDLINE
LINE;10.90;56.18;72.20;-0.00; 6.53;  5.44;   0.20;    0.04;0;ENDLINE
LINE;10.91;56.23;72.22;-0.00; 6.53;  5.44;   0.19;    0.04;0;ENDLINE
LINE;10.92;56.28;72.24;-0.00; 6.54;  5.45;   0.19;    0.03;0;ENDLINE
LINE;10.93;56.33;72.26;-0.00; 6.54;  5.45;   0.19;    0.03;0;ENDLINE
LINE;10.94;56.38;72.28;-0.00; 6.54;  5.45;   0.19;    0.03;0;ENDLINE
LINE;10.95;56.43;72.30;-0.00; 6.54;  5.45;   0.18;    0.03;0;ENDLINE
LINE;10.96;56.48;72.32;-0.00; 6.54;  5.46;   0.18;    0.03;0;ENDLINE
LINE;10.97;56.54;72.34;-0.00; 6.54;  5.46;   0.18;    0.03;0;ENDLINE
LINE;10.98;56.59;72.35;-0.00; 6.55;  5.46;   0.18;    0.03;0;ENDLINE
LINE;10.99;56.64;72.37;-0.00; 6.55;  5.46;   0.18;    0.03;0;ENDLINE
LINE;11.00;56.69;72.39;-0.00; 6.55;  5.47;   0.18;    0.03;0;ENDLINE
LINE;11.01;56.74;72.41;-0.00; 6.55;  5.47;   0.18;    0.03;0;ENDLINE
LINE;11.02;56.79;72.43;-0.00; 6.55;  5.47;   0.18;    0.03;0;ENDLINE
LINE;11.03;56.84;72.45;-0.00; 6.55;  5.47;   0.17;    0.03;0;ENDLINE
LINE;11.04;56.90;72.47;-0.00; 6.56;  5.47;   0.17;    0.03;0;ENDLINE
LINE;11.05;56.95;72.49;-0.00; 6.56;  5.48;   0.17;    0.03;0;ENDLINE
LINE;11.06;57.00;72.51;-0.00; 6.56;  5.48;   0.17;    0.03;0;ENDLINE
LINE;11.07;57.05;72.53;-0.00; 6.56;  5.48;   0.17;    0.03;0;ENDLINE
LINE;11.08;57.10;72.55;-0.00; 6.56;  5.48;   0.17;    0.03;0;ENDLINE
