TRAJECTORY;ASTAGarageSquare_ego;0.1;1809;;;;;;;
LINE;2.81;28.47;99.31;-0.00; 5.07;  5.57;   0.28;    0.00;0;ENDLINE
LINE;2.82;28.49;99.26;-0.00; 5.07;  5.58;   0.27;    0.00;0;ENDLINE
LINE;2.83;28.51;99.21;-0.00; 5.07;  5.58;   0.26;    0.00;0;ENDLINE
LINE;2.84;28.53;99.16;-0.00; 5.07;  5.58;   0.25;    0.00;0;ENDLINE
LINE;2.85;28.55;99.10;-0.00; 5.07;  5.58;   0.24;    0.00;0;ENDLINE
LINE;2.86;28.57;99.05;-0.00; 5.07;  5.59;   0.24;    0.00;0;ENDLINE
LINE;2.87;28.59;99.00;-0.00; 5.07;  5.59;   0.23;    0.00;0;ENDLINE
LINE;2.88;28.61;98.95;-0.00; 5.07;  5.59;   0.22;    0.00;0;ENDLINE
LINE;2.89;28.63;98.89;-0.00; 5.07;  5.59;   0.22;    0.00;0;ENDLINE
LINE;2.90;28.65;98.84;-0.00; 5.07;  5.60;   0.21;    0.00;0;ENDLINE
LINE;2.91;28.67;98.79;-0.00; 5.07;  5.60;   0.21;    0.00;0;ENDLINE
LINE;2.92;28.69;98.74;-0.00; 5.07;  5.60;   0.21;    0.00;0;ENDLINE
LINE;2.93;28.71;98.69;-0.00; 5.07;  5.60;   0.20;    0.00;0;ENDLINE
LINE;2.94;28.73;98.63;-0.00; 5.07;  5.60;   0.20;    0.00;0;ENDLINE
LINE;2.95;28.75;98.58;-0.00; 5.07;  5.61;   0.20;    0.00;0;ENDLINE
LINE;2.96;28.77;98.53;-0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.97;28.79;98.48;-0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.98;28.81;98.42;-0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.99;28.83;98.37;-0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;3.00;28.85;98.32;-0.00; 5.07;  5.62;   0.18;    0.00;0;ENDLINE
LINE;3.01;28.87;98.27;-0.00; 5.07;  5.62;   0.18;    0.00;0;ENDLINE
LINE;3.02;28.89;98.21;-0.00; 5.07;  5.62;   0.18;    0.00;0;ENDLINE
LINE;3.03;28.91;98.16;0.00; 5.07;  5.62;   0.18;    0.00;0;ENDLINE
LINE;3.04;28.93;98.11;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.05;28.95;98.06;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.06;28.97;98.00;0.00; 5.07;  5.63;   0.17;    0.00;0;ENDLINE
LINE;3.07;28.99;97.95;0.00; 5.07;  5.63;   0.17;    0.00;0;ENDLINE
LINE;3.08;29.01;97.90;0.00; 5.07;  5.63;   0.16;    0.00;0;ENDLINE
LINE;3.09;29.03;97.84;0.00; 5.07;  5.63;   0.16;    0.00;0;ENDLINE
LINE;3.10;29.05;97.79;0.00; 5.07;  5.63;   0.16;    0.00;0;ENDLINE
LINE;3.11;29.07;97.74;0.00; 5.07;  5.63;   0.16;    0.00;0;ENDLINE
LINE;3.12;29.09;97.69;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.13;29.11;97.63;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.14;29.13;97.58;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.15;29.15;97.53;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.16;29.17;97.48;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.17;29.19;97.42;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.18;29.21;97.37;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.19;29.23;97.32;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.20;29.25;97.26;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.21;29.27;97.21;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.22;29.29;97.16;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.23;29.31;97.11;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.24;29.33;97.05;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.25;29.35;97.00;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.26;29.37;96.95;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.27;29.39;96.89;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.28;29.41;96.84;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.29;29.43;96.79;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.30;29.45;96.74;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.31;29.47;96.68;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.32;29.49;96.63;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.33;29.51;96.58;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.34;29.53;96.52;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.35;29.55;96.47;0.00; 5.07;  5.67;   0.11;    0.00;0;ENDLINE
LINE;3.36;29.57;96.42;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.37;29.59;96.36;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.38;29.61;96.31;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.39;29.63;96.26;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.40;29.65;96.21;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.41;29.67;96.15;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.42;29.69;96.10;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.43;29.71;96.05;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.44;29.73;95.99;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.45;29.75;95.94;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.46;29.77;95.89;-0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.47;29.79;95.83;-0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.48;29.81;95.78;-0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.49;29.83;95.73;-0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.50;29.85;95.67;-0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.51;29.87;95.62;-0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.52;29.89;95.57;-0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.53;29.91;95.51;-0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.54;29.93;95.46;-0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.55;29.95;95.41;-0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.56;29.97;95.36;-0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.57;29.99;95.30;-0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.58;30.01;95.25;-0.00; 5.07;  5.69;   0.07;    0.00;0;ENDLINE
LINE;3.59;30.03;95.20;-0.00; 5.07;  5.69;   0.07;    0.00;0;ENDLINE
LINE;3.60;30.05;95.14;-0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.61;30.07;95.09;-0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.62;30.09;95.04;-0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.63;30.11;94.98;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.64;30.13;94.93;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.65;30.15;94.88;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.66;30.17;94.82;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.67;30.19;94.77;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.68;30.21;94.72;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.69;30.23;94.66;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.70;30.25;94.61;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.71;30.27;94.56;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.72;30.29;94.50;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.73;30.31;94.45;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.74;30.33;94.40;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.75;30.35;94.34;0.00; 5.07;  5.69;   0.04;    0.00;0;ENDLINE
LINE;3.76;30.37;94.29;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.77;30.39;94.24;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.78;30.41;94.18;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.79;30.43;94.13;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.80;30.45;94.08;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.81;30.47;94.02;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.82;30.49;93.97;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.83;30.51;93.92;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.84;30.53;93.86;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.85;30.55;93.81;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.86;30.57;93.76;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.87;30.59;93.70;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.88;30.61;93.65;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.89;30.63;93.60;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.90;30.65;93.54;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.91;30.67;93.49;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.92;30.69;93.44;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.93;30.71;93.38;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.94;30.73;93.33;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.95;30.75;93.28;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.96;30.77;93.22;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.97;30.79;93.17;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.98;30.81;93.12;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.99;30.83;93.06;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;4.00;30.85;93.01;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.01;30.87;92.96;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.02;30.89;92.90;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.03;30.91;92.85;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.04;30.93;92.80;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.05;30.96;92.74;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.06;30.98;92.69;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.07;31.00;92.64;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.08;31.02;92.58;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.09;31.04;92.53;-0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.10;31.06;92.48;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.11;31.08;92.42;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.12;31.10;92.37;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.13;31.12;92.32;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.14;31.14;92.26;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.15;31.16;92.21;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.16;31.18;92.16;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.17;31.20;92.10;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.18;31.22;92.05;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.19;31.24;92.00;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.20;31.26;91.94;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.21;31.28;91.89;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.22;31.30;91.84;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.23;31.32;91.78;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.24;31.34;91.73;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.25;31.36;91.68;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.26;31.38;91.62;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.27;31.40;91.57;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.28;31.42;91.52;-0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.29;31.44;91.46;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.30;31.46;91.41;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.31;31.48;91.36;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.32;31.50;91.30;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.33;31.52;91.25;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.34;31.54;91.20;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.35;31.56;91.14;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.36;31.58;91.09;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.37;31.60;91.04;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.38;31.62;90.98;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.39;31.64;90.93;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.40;31.66;90.88;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.41;31.68;90.82;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.42;31.70;90.77;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.43;31.72;90.72;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.44;31.74;90.66;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.45;31.76;90.61;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.46;31.78;90.56;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.47;31.80;90.50;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.48;31.82;90.45;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.49;31.84;90.40;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.50;31.86;90.34;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.51;31.88;90.29;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.52;31.90;90.24;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.53;31.92;90.18;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.54;31.94;90.13;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.55;31.96;90.08;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.56;31.98;90.02;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.57;32.00;89.97;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.58;32.02;89.92;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.59;32.04;89.86;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.60;32.06;89.81;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.61;32.08;89.76;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.62;32.10;89.70;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.63;32.12;89.65;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.64;32.14;89.60;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.65;32.16;89.54;-0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.66;32.18;89.49;-0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.67;32.20;89.44;-0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.68;32.22;89.38;-0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.69;32.24;89.33;-0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.70;32.26;89.28;-0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.71;32.28;89.23;-0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.72;32.30;89.17;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.73;32.32;89.12;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.74;32.34;89.07;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.75;32.36;89.01;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.76;32.38;88.96;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.77;32.40;88.91;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.78;32.42;88.85;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.79;32.44;88.80;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.80;32.47;88.75;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.81;32.49;88.69;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.82;32.51;88.64;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.83;32.53;88.59;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.84;32.55;88.53;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.85;32.57;88.48;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.86;32.59;88.43;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.87;32.61;88.37;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.88;32.63;88.32;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.89;32.65;88.27;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.90;32.67;88.21;-0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.91;32.69;88.16;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.92;32.71;88.11;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.93;32.73;88.05;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.94;32.75;88.00;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.95;32.77;87.95;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.96;32.79;87.89;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.97;32.81;87.84;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.98;32.83;87.79;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.99;32.85;87.74;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.00;32.87;87.68;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.01;32.89;87.63;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.02;32.91;87.58;-0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.03;32.93;87.52;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.04;32.95;87.47;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.05;32.97;87.42;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.06;32.99;87.36;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.07;33.01;87.31;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.08;33.03;87.26;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.09;33.05;87.20;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.10;33.07;87.15;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.11;33.09;87.10;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.12;33.11;87.04;-0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.13;33.13;86.99;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.14;33.15;86.94;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.15;33.17;86.89;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.16;33.19;86.83;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.17;33.21;86.78;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.18;33.23;86.73;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.19;33.25;86.67;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.20;33.27;86.62;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.21;33.29;86.57;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.22;33.31;86.51;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.23;33.33;86.46;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.24;33.35;86.41;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.25;33.37;86.35;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.26;33.39;86.30;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.27;33.41;86.25;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.28;33.43;86.20;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.29;33.45;86.14;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.30;33.47;86.09;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.31;33.49;86.04;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.32;33.51;85.98;-0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.33;33.53;85.93;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.34;33.55;85.88;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.35;33.57;85.82;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.36;33.59;85.77;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.37;33.61;85.72;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.38;33.63;85.67;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.39;33.65;85.61;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.40;33.67;85.56;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.41;33.69;85.51;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.42;33.71;85.45;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.43;33.73;85.40;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.44;33.75;85.35;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.45;33.77;85.30;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.46;33.79;85.24;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.47;33.81;85.19;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.48;33.83;85.14;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.49;33.85;85.08;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.50;33.87;85.03;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.51;33.89;84.98;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.52;33.91;84.92;-0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.53;33.93;84.87;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.54;33.95;84.82;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.55;33.97;84.77;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.56;33.99;84.71;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.57;34.01;84.66;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.58;34.03;84.61;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.59;34.05;84.55;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
