TRAJECTORY;ASTAGarageSquare_fellow_4;0.1;1809;;;;;;;
LINE;2.83;21.03;96.39;0.00; 5.07;  5.58;   0.30;    0.00;0;ENDLINE
LINE;2.84;21.05;96.34;0.00; 5.07;  5.58;   0.29;    0.00;0;ENDLINE
LINE;2.85;21.07;96.28;0.00; 5.07;  5.58;   0.28;    0.00;0;ENDLINE
LINE;2.86;21.09;96.23;0.00; 5.07;  5.59;   0.27;    0.00;0;ENDLINE
LINE;2.87;21.11;96.18;0.00; 5.07;  5.59;   0.26;    0.00;0;ENDLINE
LINE;2.88;21.13;96.13;0.00; 5.07;  5.59;   0.26;    0.00;0;ENDLINE
LINE;2.89;21.15;96.07;0.00; 5.07;  5.59;   0.25;    0.00;0;ENDLINE
LINE;2.90;21.17;96.02;0.00; 5.07;  5.60;   0.24;    0.00;0;ENDLINE
LINE;2.91;21.19;95.97;0.00; 5.07;  5.60;   0.23;    0.00;0;ENDLINE
LINE;2.92;21.21;95.92;0.00; 5.07;  5.60;   0.22;    0.00;0;ENDLINE
LINE;2.93;21.23;95.86;0.00; 5.07;  5.60;   0.21;    0.00;0;ENDLINE
LINE;2.94;21.24;95.81;0.00; 5.07;  5.61;   0.21;    0.00;0;ENDLINE
LINE;2.95;21.26;95.76;0.00; 5.07;  5.61;   0.20;    0.00;0;ENDLINE
LINE;2.96;21.28;95.71;0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.97;21.30;95.65;0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.98;21.32;95.60;0.00; 5.07;  5.61;   0.18;    0.00;0;ENDLINE
LINE;2.99;21.34;95.55;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.00;21.36;95.50;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.01;21.38;95.44;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.02;21.40;95.39;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.03;21.42;95.34;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.04;21.44;95.29;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.05;21.46;95.23;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.06;21.48;95.18;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.07;21.50;95.13;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.08;21.52;95.08;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.09;21.54;95.02;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.10;21.56;94.97;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.11;21.58;94.92;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.12;21.60;94.87;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.13;21.62;94.81;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.14;21.64;94.76;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.15;21.66;94.71;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.16;21.68;94.65;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.17;21.70;94.60;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.18;21.72;94.55;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.19;21.74;94.50;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.20;21.76;94.44;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.21;21.78;94.39;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.22;21.80;94.34;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.23;21.82;94.28;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.24;21.84;94.23;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.25;21.86;94.18;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.26;21.88;94.13;0.00; 5.07;  5.65;   0.12;    0.00;0;ENDLINE
LINE;3.27;21.90;94.07;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.28;21.92;94.02;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.29;21.94;93.97;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.30;21.96;93.91;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.31;21.98;93.86;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.32;22.00;93.81;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.33;22.02;93.76;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.34;22.04;93.70;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.35;22.06;93.65;0.00; 5.07;  5.67;   0.11;    0.00;0;ENDLINE
LINE;3.36;22.08;93.60;0.00; 5.07;  5.67;   0.11;    0.00;0;ENDLINE
LINE;3.37;22.10;93.54;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.38;22.12;93.49;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.39;22.14;93.44;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.40;22.16;93.38;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.41;22.18;93.33;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.42;22.20;93.28;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.43;22.22;93.23;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.44;22.24;93.17;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.45;22.26;93.12;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.46;22.28;93.07;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.47;22.30;93.01;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.48;22.32;92.96;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.49;22.34;92.91;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.50;22.36;92.85;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.51;22.38;92.80;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.52;22.40;92.75;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.53;22.42;92.69;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.54;22.44;92.64;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.55;22.46;92.59;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.56;22.48;92.53;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.57;22.50;92.48;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.58;22.52;92.43;0.00; 5.07;  5.69;   0.07;    0.00;0;ENDLINE
LINE;3.59;22.54;92.38;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.60;22.56;92.32;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.61;22.58;92.27;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.62;22.60;92.22;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.63;22.62;92.16;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.64;22.64;92.11;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.65;22.66;92.06;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.66;22.68;92.00;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.67;22.70;91.95;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.68;22.72;91.90;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.69;22.74;91.84;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.70;22.76;91.79;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.71;22.78;91.74;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.72;22.80;91.68;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.73;22.82;91.63;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.74;22.84;91.58;0.00; 5.07;  5.69;   0.04;    0.00;0;ENDLINE
LINE;3.75;22.86;91.52;0.00; 5.07;  5.69;   0.04;    0.00;0;ENDLINE
LINE;3.76;22.88;91.47;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.77;22.90;91.42;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.78;22.92;91.36;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.79;22.94;91.31;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.80;22.96;91.26;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.81;22.99;91.20;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.82;23.01;91.15;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.83;23.03;91.10;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.84;23.05;91.04;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.85;23.07;90.99;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.86;23.09;90.94;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.87;23.11;90.88;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.88;23.13;90.83;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.89;23.15;90.78;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.90;23.17;90.72;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.91;23.19;90.67;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.92;23.21;90.62;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.93;23.23;90.56;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.94;23.25;90.51;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.95;23.27;90.46;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.96;23.29;90.40;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.97;23.31;90.35;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.98;23.33;90.30;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.99;23.35;90.24;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;4.00;23.37;90.19;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.01;23.39;90.14;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.02;23.41;90.08;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.03;23.43;90.03;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.04;23.45;89.98;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.05;23.47;89.92;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.06;23.49;89.87;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.07;23.51;89.82;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.08;23.53;89.76;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.09;23.55;89.71;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.10;23.57;89.66;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.11;23.59;89.60;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.12;23.61;89.55;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.13;23.63;89.50;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.14;23.65;89.44;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.15;23.67;89.39;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.16;23.69;89.34;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.17;23.71;89.28;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.18;23.73;89.23;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.19;23.75;89.18;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.20;23.77;89.12;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.21;23.79;89.07;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.22;23.81;89.02;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.23;23.83;88.96;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.24;23.85;88.91;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.25;23.87;88.86;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.26;23.89;88.80;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.27;23.91;88.75;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.28;23.93;88.70;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.29;23.95;88.64;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.30;23.97;88.59;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.31;23.99;88.54;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.32;24.01;88.48;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.33;24.03;88.43;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.34;24.05;88.38;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.35;24.07;88.32;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.36;24.09;88.27;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.37;24.11;88.22;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.38;24.13;88.16;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.39;24.15;88.11;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.40;24.17;88.06;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.41;24.19;88.00;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.42;24.21;87.95;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.43;24.23;87.90;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.44;24.25;87.84;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.45;24.27;87.79;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.46;24.29;87.74;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.47;24.31;87.68;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.48;24.33;87.63;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.49;24.35;87.58;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.50;24.37;87.52;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.51;24.39;87.47;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.52;24.41;87.42;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.53;24.44;87.36;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.54;24.46;87.31;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.55;24.48;87.26;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.56;24.50;87.20;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.57;24.52;87.15;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.58;24.54;87.10;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.59;24.56;87.04;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.60;24.58;86.99;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.61;24.60;86.94;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.62;24.62;86.88;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.63;24.64;86.83;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.64;24.66;86.78;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.65;24.68;86.72;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.66;24.70;86.67;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.67;24.72;86.62;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.68;24.74;86.56;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.69;24.76;86.51;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.70;24.78;86.46;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.71;24.80;86.40;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.72;24.82;86.35;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.73;24.84;86.30;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.74;24.86;86.24;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.75;24.88;86.19;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.76;24.90;86.14;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.77;24.92;86.08;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.78;24.94;86.03;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.79;24.96;85.98;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.80;24.98;85.93;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.81;25.00;85.87;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.82;25.02;85.82;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.83;25.04;85.77;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.84;25.06;85.71;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.85;25.08;85.66;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.86;25.10;85.61;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.87;25.12;85.55;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.88;25.14;85.50;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.89;25.16;85.45;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.90;25.18;85.39;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.91;25.20;85.34;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.92;25.22;85.29;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.93;25.24;85.23;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.94;25.26;85.18;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.95;25.28;85.13;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.96;25.30;85.07;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.97;25.32;85.02;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.98;25.34;84.97;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.99;25.36;84.91;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.00;25.38;84.86;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.01;25.40;84.81;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.02;25.42;84.76;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.03;25.44;84.70;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.04;25.46;84.65;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.05;25.48;84.60;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.06;25.50;84.54;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.07;25.52;84.49;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.08;25.54;84.44;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.09;25.56;84.38;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.10;25.58;84.33;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.11;25.60;84.28;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.12;25.62;84.22;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.13;25.64;84.17;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.14;25.66;84.12;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.15;25.68;84.06;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.16;25.70;84.01;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.17;25.72;83.96;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.18;25.74;83.91;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.19;25.76;83.85;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.20;25.78;83.80;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.21;25.80;83.75;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.22;25.82;83.69;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.23;25.84;83.64;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.24;25.86;83.59;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.25;25.88;83.53;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.26;25.90;83.48;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.27;25.92;83.43;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.28;25.94;83.37;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.29;25.96;83.32;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.30;25.98;83.27;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.31;26.00;83.22;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.32;26.02;83.16;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.33;26.04;83.11;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.34;26.06;83.06;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.35;26.08;83.00;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.36;26.10;82.95;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.37;26.12;82.90;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.38;26.14;82.84;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.39;26.16;82.79;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.40;26.18;82.74;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.41;26.20;82.69;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.42;26.22;82.63;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.43;26.24;82.58;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.44;26.26;82.53;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.45;26.28;82.47;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.46;26.30;82.42;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.47;26.32;82.37;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.48;26.34;82.32;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.49;26.36;82.26;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.50;26.38;82.21;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.51;26.40;82.16;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.52;26.42;82.10;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.53;26.44;82.05;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.54;26.46;82.00;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.55;26.48;81.95;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.56;26.50;81.89;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.57;26.52;81.84;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.58;26.54;81.79;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.59;26.56;81.73;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.60;26.58;81.68;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.61;26.60;81.63;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.62;26.62;81.57;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.63;26.64;81.52;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.64;26.66;81.47;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
