TRAJECTORY;ASTAGarageSquare_ego;0.1;1672;
LINE;0.00;16.77;120.32;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.01;16.77;120.32;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.02;16.77;120.32;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.03;16.77;120.32;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.04;16.77;120.32;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.05;16.77;120.32;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.06;16.77;120.32;0.00; 1.21;  0.00;   0.03;    0.00;        0;ENDLINE;
LINE;0.07;16.77;120.32;0.00; 1.21;  0.00;   0.09;    0.00;        0;ENDLINE;
LINE;0.08;16.77;120.32;0.00; 1.21;  0.00;   0.20;    0.00;        0;ENDLINE;
LINE;0.09;16.77;120.32;0.00; 1.21;  0.00;   0.32;    0.00;        0;ENDLINE;
LINE;0.10;16.77;120.32;0.00; 1.21;  0.01;   0.43;    0.00;        0;ENDLINE;
LINE;0.11;16.77;120.32;0.00; 1.21;  0.01;   0.54;    0.00;        0;ENDLINE;
LINE;0.12;16.77;120.32;0.00; 1.21;  0.02;   0.65;    0.00;        0;ENDLINE;
LINE;0.13;16.77;120.32;0.00; 1.21;  0.03;   0.75;    0.00;        0;ENDLINE;
LINE;0.14;16.77;120.32;0.00; 1.21;  0.03;   0.85;    0.00;        0;ENDLINE;
LINE;0.15;16.77;120.32;0.00; 1.21;  0.04;   0.95;    0.00;        0;ENDLINE;
LINE;0.16;16.77;120.32;0.00; 1.21;  0.05;   1.05;    0.00;        0;ENDLINE;
LINE;0.17;16.77;120.32;0.00; 1.21;  0.06;   1.14;    0.00;        0;ENDLINE;
LINE;0.18;16.77;120.32;0.00; 1.21;  0.07;   1.23;    0.00;        0;ENDLINE;
LINE;0.19;16.77;120.32;0.00; 1.21;  0.09;   1.32;    0.00;        0;ENDLINE;
LINE;0.20;16.77;120.32;0.00; 1.21;  0.10;   1.41;    0.00;        0;ENDLINE;
LINE;0.21;16.77;120.32;0.00; 1.21;  0.12;   1.50;    0.00;        0;ENDLINE;
LINE;0.22;16.77;120.31;0.00; 1.21;  0.13;   1.58;    0.00;        0;ENDLINE;
LINE;0.23;16.77;120.31;0.00; 1.21;  0.15;   1.66;    0.00;        0;ENDLINE;
LINE;0.24;16.77;120.31;0.01; 1.21;  0.16;   1.73;    0.00;        0;ENDLINE;
LINE;0.25;16.77;120.31;0.01; 1.21;  0.18;   1.80;    0.00;        0;ENDLINE;
LINE;0.26;16.77;120.31;0.01; 1.21;  0.20;   1.87;    0.00;        0;ENDLINE;
LINE;0.27;16.77;120.31;0.01; 1.21;  0.22;   1.93;    0.00;        0;ENDLINE;
LINE;0.28;16.77;120.30;0.01; 1.21;  0.24;   1.99;    0.00;        0;ENDLINE;
LINE;0.29;16.77;120.30;0.01; 1.21;  0.26;   2.05;    0.00;        0;ENDLINE;
LINE;0.30;16.77;120.30;0.01; 1.21;  0.28;   2.10;    0.00;        0;ENDLINE;
LINE;0.31;16.78;120.30;0.01; 1.21;  0.30;   2.15;    0.00;        0;ENDLINE;
LINE;0.32;16.78;120.29;0.01; 1.21;  0.32;   2.20;    0.00;        0;ENDLINE;
LINE;0.33;16.78;120.29;0.01; 1.21;  0.34;   2.24;    0.00;        0;ENDLINE;
LINE;0.34;16.78;120.29;0.01; 1.21;  0.37;   2.28;    0.00;        0;ENDLINE;
LINE;0.35;16.78;120.28;0.01; 1.21;  0.39;   2.31;    0.00;        0;ENDLINE;
LINE;0.36;16.78;120.28;0.01; 1.21;  0.41;   2.35;    0.00;        0;ENDLINE;
LINE;0.37;16.78;120.28;0.01; 1.21;  0.44;   2.38;    0.00;        0;ENDLINE;
LINE;0.38;16.79;120.27;0.01; 1.21;  0.46;   2.40;    0.00;        0;ENDLINE;
LINE;0.39;16.79;120.27;0.01; 1.21;  0.49;   2.43;    0.00;        0;ENDLINE;
LINE;0.40;16.79;120.26;0.01; 1.21;  0.51;   2.45;    0.00;        0;ENDLINE;
LINE;0.41;16.79;120.26;0.01; 1.21;  0.53;   2.47;    0.00;        0;ENDLINE;
LINE;0.42;16.79;120.25;0.01; 1.21;  0.56;   2.49;    0.00;        0;ENDLINE;
LINE;0.43;16.79;120.25;0.01; 1.21;  0.58;   2.50;    0.00;        0;ENDLINE;
