TRAJECTORY;ASTAGarageSquare_fellow_1;0.1;1672;
LINE;0.00;20.51;121.73;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.01;20.51;121.73;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.02;20.51;121.73;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.03;20.51;121.73;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.04;20.51;121.73;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.05;20.51;121.73;0.00; 1.21;  0.00;   0.00;    0.00;        0;ENDLINE;
LINE;0.06;20.51;121.73;0.00; 1.21;  0.00;   0.05;    0.00;        0;ENDLINE;
LINE;0.07;20.51;121.73;0.00; 1.21;  0.00;   0.14;    0.00;        0;ENDLINE;
LINE;0.08;20.51;121.73;0.00; 1.21;  0.00;   0.26;    0.00;        0;ENDLINE;
LINE;0.09;20.51;121.73;0.00; 1.21;  0.00;   0.39;    0.00;        0;ENDLINE;
LINE;0.10;20.51;121.73;0.00; 1.21;  0.01;   0.51;    0.00;        0;ENDLINE;
LINE;0.11;20.51;121.73;0.00; 1.21;  0.01;   0.62;    0.00;        0;ENDLINE;
LINE;0.12;20.51;121.73;0.00; 1.21;  0.02;   0.73;    0.00;        0;ENDLINE;
LINE;0.13;20.51;121.73;0.00; 1.21;  0.03;   0.83;    0.00;        0;ENDLINE;
LINE;0.14;20.51;121.73;0.00; 1.21;  0.03;   0.93;    0.00;        0;ENDLINE;
LINE;0.15;20.51;121.73;0.00; 1.21;  0.04;   1.03;    0.00;        0;ENDLINE;
LINE;0.16;20.51;121.73;0.00; 1.21;  0.05;   1.13;    0.00;        0;ENDLINE;
LINE;0.17;20.51;121.73;0.00; 1.21;  0.07;   1.22;    0.00;        0;ENDLINE;
LINE;0.18;20.51;121.73;0.00; 1.21;  0.08;   1.31;    0.00;        0;ENDLINE;
LINE;0.19;20.51;121.73;0.00; 1.21;  0.09;   1.40;    0.00;        0;ENDLINE;
LINE;0.20;20.51;121.73;0.00; 1.21;  0.11;   1.48;    0.00;        0;ENDLINE;
LINE;0.21;20.51;121.73;0.00; 1.21;  0.12;   1.56;    0.00;        0;ENDLINE;
LINE;0.22;20.51;121.73;0.00; 1.21;  0.14;   1.63;    0.00;        0;ENDLINE;
LINE;0.23;20.51;121.73;0.00; 1.21;  0.15;   1.70;    0.00;        0;ENDLINE;
LINE;0.24;20.51;121.72;0.00; 1.21;  0.17;   1.77;    0.00;        0;ENDLINE;
LINE;0.25;20.51;121.72;0.00; 1.21;  0.19;   1.83;    0.00;        0;ENDLINE;
