TRAJECTORY;ASTAGarageSquare_fellow_1;0.1;1809;;;;;;;
LINE;0.53;29.41;108.17;0.00; 5.07;  0.95;   2.56;    0.00;0;ENDLINE
LINE;0.54;29.41;108.16;0.00; 5.07;  0.98;   2.56;    0.00;0;ENDLINE
LINE;0.55;29.41;108.15;0.00; 5.07;  1.00;   2.55;    0.00;0;ENDLINE
LINE;0.56;29.42;108.14;0.00; 5.07;  1.03;   2.55;    0.00;0;ENDLINE
LINE;0.57;29.42;108.13;0.00; 5.07;  1.06;   2.54;    0.00;0;ENDLINE
LINE;0.58;29.43;108.12;0.00; 5.07;  1.08;   2.54;    0.00;0;ENDLINE
LINE;0.59;29.43;108.11;0.00; 5.07;  1.11;   2.53;    0.00;0;ENDLINE
LINE;0.60;29.43;108.10;0.00; 5.07;  1.13;   2.52;    0.00;0;ENDLINE
LINE;0.61;29.44;108.09;0.00; 5.07;  1.16;   2.52;    0.00;0;ENDLINE
LINE;0.62;29.44;108.08;0.00; 5.07;  1.18;   2.51;    0.00;0;ENDLINE
LINE;0.63;29.45;108.07;0.00; 5.07;  1.21;   2.50;    0.00;0;ENDLINE
LINE;0.64;29.45;108.05;0.00; 5.07;  1.23;   2.49;    0.00;0;ENDLINE
LINE;0.65;29.45;108.04;0.00; 5.07;  1.26;   2.49;    0.00;0;ENDLINE
LINE;0.66;29.46;108.03;0.00; 5.07;  1.28;   2.48;    0.00;0;ENDLINE
LINE;0.67;29.46;108.02;0.00; 5.07;  1.31;   2.47;    0.00;0;ENDLINE
LINE;0.68;29.47;108.01;0.00; 5.07;  1.33;   2.46;    0.00;0;ENDLINE
LINE;0.69;29.47;107.99;0.00; 5.07;  1.36;   2.45;    0.00;0;ENDLINE
LINE;0.70;29.48;107.98;0.00; 5.07;  1.38;   2.45;    0.00;0;ENDLINE
LINE;0.71;29.48;107.97;0.00; 5.07;  1.40;   2.44;    0.00;0;ENDLINE
LINE;0.72;29.49;107.95;0.00; 5.07;  1.43;   2.43;    0.00;0;ENDLINE
LINE;0.73;29.49;107.94;0.00; 5.07;  1.45;   2.42;    0.00;0;ENDLINE
LINE;0.74;29.50;107.93;0.00; 5.07;  1.48;   2.42;    0.00;0;ENDLINE
LINE;0.75;29.50;107.91;0.00; 5.07;  1.50;   2.41;    0.00;0;ENDLINE
LINE;0.76;29.51;107.90;0.00; 5.07;  1.53;   2.40;    0.00;0;ENDLINE
LINE;0.77;29.51;107.88;0.00; 5.07;  1.55;   2.39;    0.00;0;ENDLINE
LINE;0.78;29.52;107.87;0.00; 5.07;  1.57;   2.39;    0.00;0;ENDLINE
LINE;0.79;29.52;107.85;0.00; 5.07;  1.60;   2.38;    0.00;0;ENDLINE
LINE;0.80;29.53;107.84;0.00; 5.07;  1.62;   2.37;    0.00;0;ENDLINE
LINE;0.81;29.54;107.82;0.00; 5.07;  1.65;   2.37;    0.00;0;ENDLINE
LINE;0.82;29.54;107.81;0.00; 5.07;  1.67;   2.36;    0.00;0;ENDLINE
LINE;0.83;29.55;107.79;0.00; 5.07;  1.69;   2.35;    0.00;0;ENDLINE
LINE;0.84;29.55;107.78;0.00; 5.07;  1.72;   2.35;    0.00;0;ENDLINE
LINE;0.85;29.56;107.76;0.00; 5.07;  1.74;   2.34;    0.00;0;ENDLINE
LINE;0.86;29.57;107.74;0.00; 5.07;  1.76;   2.33;    0.00;0;ENDLINE
LINE;0.87;29.57;107.73;0.00; 5.07;  1.79;   2.33;    0.00;0;ENDLINE
LINE;0.88;29.58;107.71;0.00; 5.07;  1.81;   2.32;    0.00;0;ENDLINE
LINE;0.89;29.59;107.69;0.00; 5.07;  1.83;   2.31;    0.00;0;ENDLINE
LINE;0.90;29.59;107.68;0.00; 5.07;  1.86;   2.31;    0.00;0;ENDLINE
LINE;0.91;29.60;107.66;0.00; 5.07;  1.88;   2.30;    0.00;0;ENDLINE
LINE;0.92;29.61;107.64;0.00; 5.07;  1.90;   2.29;    0.00;0;ENDLINE
LINE;0.93;29.61;107.62;0.00; 5.07;  1.92;   2.29;    0.00;0;ENDLINE
LINE;0.94;29.62;107.61;0.00; 5.07;  1.95;   2.28;    0.00;0;ENDLINE
LINE;0.95;29.63;107.59;0.00; 5.07;  1.97;   2.27;    0.00;0;ENDLINE
LINE;0.96;29.63;107.57;0.00; 5.07;  1.99;   2.27;    0.00;0;ENDLINE
LINE;0.97;29.64;107.55;0.00; 5.07;  2.02;   2.26;    0.00;0;ENDLINE
LINE;0.98;29.65;107.53;0.00; 5.07;  2.04;   2.26;    0.00;0;ENDLINE
LINE;0.99;29.65;107.51;0.00; 5.07;  2.06;   2.25;    0.00;0;ENDLINE
LINE;1.00;29.66;107.49;0.00; 5.07;  2.08;   2.24;    0.00;0;ENDLINE
LINE;1.01;29.67;107.47;0.00; 5.07;  2.11;   2.24;    0.00;0;ENDLINE
LINE;1.02;29.68;107.45;0.00; 5.07;  2.13;   2.23;    0.00;0;ENDLINE
LINE;1.03;29.68;107.43;0.00; 5.07;  2.15;   2.23;    0.00;0;ENDLINE
LINE;1.04;29.69;107.41;0.00; 5.07;  2.17;   2.22;    0.00;0;ENDLINE
LINE;1.05;29.70;107.39;0.00; 5.07;  2.19;   2.21;    0.00;0;ENDLINE
LINE;1.06;29.71;107.37;0.00; 5.07;  2.22;   2.21;    0.00;0;ENDLINE
LINE;1.07;29.72;107.35;0.00; 5.07;  2.24;   2.20;    0.00;0;ENDLINE
LINE;1.08;29.72;107.33;0.00; 5.07;  2.26;   2.20;    0.00;0;ENDLINE
LINE;1.09;29.73;107.31;0.00; 5.07;  2.28;   2.19;    0.00;0;ENDLINE
LINE;1.10;29.74;107.29;0.00; 5.07;  2.31;   2.19;    0.00;0;ENDLINE
LINE;1.11;29.75;107.27;0.00; 5.07;  2.33;   2.18;    0.00;0;ENDLINE
LINE;1.12;29.76;107.24;0.00; 5.07;  2.35;   2.18;    0.00;0;ENDLINE
LINE;1.13;29.76;107.22;0.00; 5.07;  2.37;   2.17;    0.00;0;ENDLINE
LINE;1.14;29.77;107.20;0.00; 5.07;  2.39;   2.17;    0.00;0;ENDLINE
LINE;1.15;29.78;107.18;0.00; 5.07;  2.41;   2.16;    0.00;0;ENDLINE
LINE;1.16;29.79;107.15;0.00; 5.07;  2.44;   2.16;    0.00;0;ENDLINE
LINE;1.17;29.80;107.13;0.00; 5.07;  2.46;   2.16;    0.00;0;ENDLINE
LINE;1.18;29.81;107.11;0.00; 5.07;  2.48;   2.15;    0.00;0;ENDLINE
LINE;1.19;29.82;107.08;0.00; 5.07;  2.50;   2.15;    0.00;0;ENDLINE
LINE;1.20;29.82;107.06;0.00; 5.07;  2.52;   2.14;    0.00;0;ENDLINE
LINE;1.21;29.83;107.04;0.00; 5.07;  2.54;   2.14;    0.00;0;ENDLINE
LINE;1.22;29.84;107.01;0.00; 5.07;  2.56;   2.14;    0.00;0;ENDLINE
LINE;1.23;29.85;106.99;0.00; 5.07;  2.59;   2.13;    0.00;0;ENDLINE
LINE;1.24;29.86;106.97;0.00; 5.07;  2.61;   2.13;    0.00;0;ENDLINE
LINE;1.25;29.87;106.94;0.00; 5.07;  2.63;   2.13;    0.00;0;ENDLINE
LINE;1.26;29.88;106.92;0.00; 5.07;  2.65;   2.12;    0.00;0;ENDLINE
LINE;1.27;29.89;106.89;0.00; 5.07;  2.67;   2.12;    0.00;0;ENDLINE
LINE;1.28;29.90;106.87;0.00; 5.07;  2.69;   2.12;    0.00;0;ENDLINE
LINE;1.29;29.91;106.84;0.00; 5.07;  2.71;   2.12;    0.00;0;ENDLINE
LINE;1.30;29.92;106.82;0.00; 5.07;  2.73;   2.11;    0.00;0;ENDLINE
LINE;1.31;29.93;106.79;0.00; 5.07;  2.76;   2.11;    0.00;0;ENDLINE
LINE;1.32;29.94;106.76;0.00; 5.07;  2.78;   2.11;    0.00;0;ENDLINE
LINE;1.33;29.95;106.74;0.00; 5.07;  2.80;   2.11;    0.00;0;ENDLINE
LINE;1.34;29.96;106.71;0.00; 5.07;  2.82;   2.11;    0.00;0;ENDLINE
LINE;1.35;29.97;106.68;0.00; 5.07;  2.84;   2.11;    0.00;0;ENDLINE
LINE;1.36;29.98;106.66;0.00; 5.07;  2.86;   2.11;    0.00;0;ENDLINE
LINE;1.37;29.99;106.63;0.00; 5.07;  2.88;   2.11;    0.00;0;ENDLINE
LINE;1.38;30.00;106.60;0.00; 5.07;  2.90;   2.11;    0.00;0;ENDLINE
LINE;1.39;30.01;106.58;0.00; 5.07;  2.92;   2.11;    0.00;0;ENDLINE
LINE;1.40;30.02;106.55;0.00; 5.07;  2.95;   2.11;    0.00;0;ENDLINE
LINE;1.41;30.03;106.52;0.00; 5.07;  2.97;   2.11;    0.00;0;ENDLINE
LINE;1.42;30.04;106.49;0.00; 5.07;  2.99;   2.11;    0.00;0;ENDLINE
LINE;1.43;30.05;106.47;0.00; 5.07;  3.01;   2.11;    0.00;0;ENDLINE
LINE;1.44;30.06;106.44;0.00; 5.07;  3.03;   2.11;    0.00;0;ENDLINE
LINE;1.45;30.07;106.41;0.00; 5.07;  3.05;   2.11;    0.00;0;ENDLINE
LINE;1.46;30.08;106.38;0.00; 5.07;  3.07;   2.11;    0.00;0;ENDLINE
LINE;1.47;30.09;106.35;0.00; 5.07;  3.09;   2.11;    0.00;0;ENDLINE
LINE;1.48;30.10;106.32;0.00; 5.07;  3.11;   2.11;    0.00;0;ENDLINE
LINE;1.49;30.11;106.29;0.00; 5.07;  3.14;   2.11;    0.00;0;ENDLINE
LINE;1.50;30.13;106.26;0.00; 5.07;  3.16;   2.11;    0.00;0;ENDLINE
LINE;1.51;30.14;106.23;0.00; 5.07;  3.18;   2.11;    0.00;0;ENDLINE
LINE;1.52;30.15;106.20;0.00; 5.07;  3.20;   2.12;    0.00;0;ENDLINE
LINE;1.53;30.16;106.17;0.00; 5.07;  3.22;   2.12;    0.00;0;ENDLINE
LINE;1.54;30.17;106.14;0.00; 5.07;  3.24;   2.12;    0.00;0;ENDLINE
LINE;1.55;30.18;106.11;0.00; 5.07;  3.26;   2.12;    0.00;0;ENDLINE
LINE;1.56;30.19;106.08;0.00; 5.07;  3.28;   2.12;    0.00;0;ENDLINE
LINE;1.57;30.21;106.05;0.00; 5.07;  3.30;   2.12;    0.00;0;ENDLINE
LINE;1.58;30.22;106.02;0.00; 5.07;  3.33;   2.12;    0.00;0;ENDLINE
LINE;1.59;30.23;105.99;0.00; 5.07;  3.35;   2.12;    0.00;0;ENDLINE
LINE;1.60;30.24;105.96;0.00; 5.07;  3.37;   2.12;    0.00;0;ENDLINE
LINE;1.61;30.25;105.93;0.00; 5.07;  3.39;   2.12;    0.00;0;ENDLINE
LINE;1.62;30.26;105.90;0.00; 5.07;  3.41;   2.12;    0.00;0;ENDLINE
LINE;1.63;30.28;105.86;0.00; 5.07;  3.43;   2.12;    0.00;0;ENDLINE
LINE;1.64;30.29;105.83;0.00; 5.07;  3.45;   2.12;    0.00;0;ENDLINE
LINE;1.65;30.30;105.80;0.00; 5.07;  3.47;   2.12;    0.00;0;ENDLINE
LINE;1.66;30.31;105.77;0.00; 5.07;  3.50;   2.12;    0.00;0;ENDLINE
LINE;1.67;30.33;105.73;0.00; 5.07;  3.52;   2.12;    0.00;0;ENDLINE
LINE;1.68;30.34;105.70;0.00; 5.07;  3.54;   2.12;    0.00;0;ENDLINE
LINE;1.69;30.35;105.67;0.00; 5.07;  3.56;   2.12;    0.00;0;ENDLINE
LINE;1.70;30.36;105.63;0.00; 5.07;  3.58;   2.12;    0.00;0;ENDLINE
LINE;1.71;30.38;105.60;0.00; 5.07;  3.60;   2.12;    0.00;0;ENDLINE
LINE;1.72;30.39;105.57;0.00; 5.07;  3.62;   2.12;    0.00;0;ENDLINE
LINE;1.73;30.40;105.53;0.00; 5.07;  3.64;   2.12;    0.00;0;ENDLINE
LINE;1.74;30.41;105.50;0.00; 5.07;  3.67;   2.12;    0.00;0;ENDLINE
LINE;1.75;30.43;105.46;0.00; 5.07;  3.69;   2.12;    0.00;0;ENDLINE
LINE;1.76;30.44;105.43;0.00; 5.07;  3.71;   2.12;    0.00;0;ENDLINE
LINE;1.77;30.45;105.39;0.00; 5.07;  3.73;   2.12;    0.00;0;ENDLINE
LINE;1.78;30.47;105.36;0.00; 5.07;  3.75;   2.12;    0.00;0;ENDLINE
LINE;1.79;30.48;105.32;0.00; 5.07;  3.77;   2.12;    0.00;0;ENDLINE
LINE;1.80;30.49;105.29;0.00; 5.07;  3.79;   2.12;    0.00;0;ENDLINE
LINE;1.81;30.51;105.25;0.00; 5.07;  3.81;   2.12;    0.00;0;ENDLINE
LINE;1.82;30.52;105.22;0.00; 5.07;  3.84;   2.12;    0.00;0;ENDLINE
LINE;1.83;30.53;105.18;0.00; 5.07;  3.86;   2.12;    0.00;0;ENDLINE
LINE;1.84;30.55;105.14;0.00; 5.07;  3.88;   2.12;    0.00;0;ENDLINE
LINE;1.85;30.56;105.11;0.00; 5.07;  3.90;   2.12;    0.00;0;ENDLINE
LINE;1.86;30.58;105.07;0.00; 5.07;  3.92;   2.12;    0.00;0;ENDLINE
LINE;1.87;30.59;105.04;0.00; 5.07;  3.94;   2.12;    0.00;0;ENDLINE
LINE;1.88;30.60;105.00;0.00; 5.07;  3.96;   2.12;    0.00;0;ENDLINE
LINE;1.89;30.62;104.96;0.00; 5.07;  3.98;   2.12;    0.00;0;ENDLINE
LINE;1.90;30.63;104.92;0.00; 5.07;  4.01;   2.12;    0.00;0;ENDLINE
LINE;1.91;30.65;104.89;0.00; 5.07;  4.03;   2.12;    0.00;0;ENDLINE
LINE;1.92;30.66;104.85;0.00; 5.07;  4.05;   2.12;    0.00;0;ENDLINE
LINE;1.93;30.67;104.81;0.00; 5.07;  4.07;   2.12;    0.00;0;ENDLINE
LINE;1.94;30.69;104.77;0.00; 5.07;  4.09;   2.12;    0.00;0;ENDLINE
LINE;1.95;30.70;104.73;0.00; 5.07;  4.11;   2.12;    0.00;0;ENDLINE
LINE;1.96;30.72;104.70;0.00; 5.07;  4.13;   2.12;    0.00;0;ENDLINE
LINE;1.97;30.73;104.66;0.00; 5.07;  4.15;   2.12;    0.00;0;ENDLINE
LINE;1.98;30.75;104.62;0.00; 5.07;  4.17;   2.12;    0.00;0;ENDLINE
LINE;1.99;30.76;104.58;0.00; 5.07;  4.20;   2.12;    0.00;0;ENDLINE
LINE;2.00;30.78;104.54;0.00; 5.07;  4.22;   2.12;    0.00;0;ENDLINE
LINE;2.01;30.79;104.50;0.00; 5.07;  4.24;   2.12;    0.00;0;ENDLINE
LINE;2.02;30.81;104.46;0.00; 5.07;  4.26;   2.12;    0.00;0;ENDLINE
LINE;2.03;30.82;104.42;0.00; 5.07;  4.28;   2.12;    0.00;0;ENDLINE
LINE;2.04;30.84;104.38;0.00; 5.07;  4.30;   2.12;    0.00;0;ENDLINE
LINE;2.05;30.85;104.34;0.00; 5.07;  4.32;   2.12;    0.00;0;ENDLINE
LINE;2.06;30.87;104.30;0.00; 5.07;  4.34;   2.12;    0.00;0;ENDLINE
LINE;2.07;30.88;104.26;0.00; 5.07;  4.37;   2.12;    0.00;0;ENDLINE
LINE;2.08;30.90;104.22;0.00; 5.07;  4.39;   2.12;    0.00;0;ENDLINE
LINE;2.09;30.91;104.18;0.00; 5.07;  4.41;   2.12;    0.00;0;ENDLINE
LINE;2.10;30.93;104.13;0.00; 5.07;  4.43;   2.11;    0.00;0;ENDLINE
LINE;2.11;30.95;104.09;0.00; 5.07;  4.45;   2.11;    0.00;0;ENDLINE
LINE;2.12;30.96;104.05;0.00; 5.07;  4.47;   2.11;    0.00;0;ENDLINE
LINE;2.13;30.98;104.01;0.00; 5.07;  4.49;   2.11;    0.00;0;ENDLINE
LINE;2.14;30.99;103.97;0.00; 5.07;  4.51;   2.11;    0.00;0;ENDLINE
LINE;2.15;31.01;103.92;0.00; 5.07;  4.53;   2.11;    0.00;0;ENDLINE
LINE;2.16;31.02;103.88;0.00; 5.07;  4.56;   2.11;    0.00;0;ENDLINE
LINE;2.17;31.04;103.84;0.00; 5.07;  4.58;   2.11;    0.00;0;ENDLINE
LINE;2.18;31.06;103.80;0.00; 5.07;  4.60;   2.11;    0.00;0;ENDLINE
LINE;2.19;31.07;103.75;0.00; 5.07;  4.62;   2.11;    0.00;0;ENDLINE
LINE;2.20;31.09;103.71;0.00; 5.07;  4.64;   2.11;    0.00;0;ENDLINE
LINE;2.21;31.11;103.67;0.00; 5.07;  4.66;   2.11;    0.00;0;ENDLINE
LINE;2.22;31.12;103.62;0.00; 5.07;  4.68;   2.11;    0.00;0;ENDLINE
LINE;2.23;31.14;103.58;0.00; 5.07;  4.70;   2.11;    0.00;0;ENDLINE
LINE;2.24;31.16;103.53;0.00; 5.07;  4.72;   2.11;    0.00;0;ENDLINE
LINE;2.25;31.17;103.49;0.00; 5.07;  4.75;   2.11;    0.00;0;ENDLINE
LINE;2.26;31.19;103.45;0.00; 5.07;  4.77;   2.11;    0.00;0;ENDLINE
LINE;2.27;31.21;103.40;0.00; 5.07;  4.79;   2.11;    0.00;0;ENDLINE
LINE;2.28;31.22;103.36;0.00; 5.07;  4.81;   2.11;    0.00;0;ENDLINE
LINE;2.29;31.24;103.31;0.00; 5.07;  4.83;   2.11;    0.00;0;ENDLINE
LINE;2.30;31.26;103.27;0.00; 5.07;  4.85;   2.11;    0.00;0;ENDLINE
LINE;2.31;31.27;103.22;0.00; 5.07;  4.87;   2.11;    0.00;0;ENDLINE
LINE;2.32;31.29;103.17;0.00; 5.07;  4.89;   2.11;    0.00;0;ENDLINE
LINE;2.33;31.31;103.13;0.00; 5.07;  4.91;   2.11;    0.00;0;ENDLINE
LINE;2.34;31.33;103.08;0.00; 5.07;  4.93;   2.11;    0.00;0;ENDLINE
LINE;2.35;31.34;103.04;0.00; 5.07;  4.96;   2.11;    0.00;0;ENDLINE
LINE;2.36;31.36;102.99;0.00; 5.07;  4.98;   2.11;    0.00;0;ENDLINE
LINE;2.37;31.38;102.94;0.00; 5.07;  5.00;   2.11;    0.00;0;ENDLINE
LINE;2.38;31.40;102.90;0.00; 5.07;  5.02;   2.11;    0.00;0;ENDLINE
LINE;2.39;31.41;102.85;0.00; 5.07;  5.04;   2.11;    0.00;0;ENDLINE
LINE;2.40;31.43;102.80;0.00; 5.07;  5.06;   2.11;    0.00;0;ENDLINE
LINE;2.41;31.45;102.75;0.00; 5.07;  5.08;   2.11;    0.00;0;ENDLINE
LINE;2.42;31.47;102.71;0.00; 5.07;  5.10;   2.11;    0.00;0;ENDLINE
LINE;2.43;31.49;102.66;0.00; 5.07;  5.12;   2.11;    0.00;0;ENDLINE
LINE;2.44;31.50;102.61;0.00; 5.07;  5.15;   2.11;    0.00;0;ENDLINE
LINE;2.45;31.52;102.56;0.00; 5.07;  5.17;   2.11;    0.00;0;ENDLINE
LINE;2.46;31.54;102.51;0.00; 5.07;  5.19;   2.10;    0.00;0;ENDLINE
LINE;2.47;31.56;102.47;0.00; 5.07;  5.21;   2.10;    0.00;0;ENDLINE
LINE;2.48;31.58;102.42;0.00; 5.07;  5.23;   2.10;    0.00;0;ENDLINE
LINE;2.49;31.60;102.37;0.00; 5.07;  5.25;   2.10;    0.00;0;ENDLINE
LINE;2.50;31.62;102.32;0.00; 5.07;  5.27;   2.10;    0.00;0;ENDLINE
LINE;2.51;31.63;102.27;0.00; 5.07;  5.29;   2.10;    0.00;0;ENDLINE
LINE;2.52;31.65;102.22;0.00; 5.07;  5.31;   2.10;    0.00;0;ENDLINE
LINE;2.53;31.67;102.17;0.00; 5.07;  5.33;   2.09;    0.00;0;ENDLINE
LINE;2.54;31.69;102.12;0.00; 5.07;  5.36;   2.03;    0.00;0;ENDLINE
LINE;2.55;31.71;102.07;0.00; 5.07;  5.38;   1.90;    0.00;0;ENDLINE
LINE;2.56;31.73;102.02;0.00; 5.07;  5.39;   1.72;    0.00;0;ENDLINE
LINE;2.57;31.75;101.97;0.00; 5.07;  5.41;   1.56;    0.00;0;ENDLINE
LINE;2.58;31.77;101.92;0.00; 5.07;  5.43;   1.40;    0.00;0;ENDLINE
LINE;2.59;31.79;101.87;0.00; 5.07;  5.44;   1.23;    0.00;0;ENDLINE
LINE;2.60;31.80;101.82;0.00; 5.07;  5.45;   1.08;    0.00;0;ENDLINE
LINE;2.61;31.82;101.77;0.00; 5.07;  5.46;   0.96;    0.00;0;ENDLINE
LINE;2.62;31.84;101.71;0.00; 5.07;  5.47;   0.87;    0.00;0;ENDLINE
LINE;2.63;31.86;101.66;0.00; 5.07;  5.48;   0.78;    0.00;0;ENDLINE
LINE;2.64;31.88;101.61;0.00; 5.07;  5.49;   0.72;    0.00;0;ENDLINE
LINE;2.65;31.90;101.56;0.00; 5.07;  5.50;   0.67;    0.00;0;ENDLINE
LINE;2.66;31.92;101.51;0.00; 5.07;  5.50;   0.63;    0.00;0;ENDLINE
LINE;2.67;31.94;101.46;0.00; 5.07;  5.51;   0.59;    0.00;0;ENDLINE
LINE;2.68;31.96;101.41;0.00; 5.07;  5.52;   0.55;    0.00;0;ENDLINE
LINE;2.69;31.98;101.35;0.00; 5.07;  5.52;   0.52;    0.00;0;ENDLINE
LINE;2.70;32.00;101.30;0.00; 5.07;  5.53;   0.48;    0.00;0;ENDLINE
LINE;2.71;32.02;101.25;0.00; 5.07;  5.53;   0.46;    0.00;0;ENDLINE
LINE;2.72;32.04;101.20;0.00; 5.07;  5.54;   0.44;    0.00;0;ENDLINE
LINE;2.73;32.06;101.15;0.00; 5.07;  5.54;   0.42;    0.00;0;ENDLINE
LINE;2.74;32.08;101.09;0.00; 5.07;  5.55;   0.40;    0.00;0;ENDLINE
LINE;2.75;32.10;101.04;0.00; 5.07;  5.55;   0.39;    0.00;0;ENDLINE
LINE;2.76;32.12;100.99;0.00; 5.07;  5.55;   0.38;    0.00;0;ENDLINE
LINE;2.77;32.14;100.94;0.00; 5.07;  5.56;   0.36;    0.00;0;ENDLINE
LINE;2.78;32.16;100.89;0.00; 5.07;  5.56;   0.35;    0.00;0;ENDLINE
LINE;2.79;32.18;100.84;0.00; 5.07;  5.56;   0.34;    0.00;0;ENDLINE
LINE;2.80;32.19;100.78;0.00; 5.07;  5.57;   0.33;    0.00;0;ENDLINE
LINE;2.81;32.21;100.73;0.00; 5.07;  5.57;   0.32;    0.00;0;ENDLINE
LINE;2.82;32.23;100.68;0.00; 5.07;  5.57;   0.31;    0.00;0;ENDLINE
LINE;2.83;32.25;100.63;0.00; 5.07;  5.58;   0.30;    0.00;0;ENDLINE
