TRAJECTORY;ASTAGarageSquare_fellow_1;0.1;1809;;;;;;;
LINE;2.84;32.27;100.57;0.00; 5.07;  5.58;   0.29;    0.00;0;ENDLINE
LINE;2.85;32.29;100.52;0.00; 5.07;  5.58;   0.28;    0.00;0;ENDLINE
LINE;2.86;32.31;100.47;0.00; 5.07;  5.59;   0.27;    0.00;0;ENDLINE
LINE;2.87;32.33;100.42;0.00; 5.07;  5.59;   0.26;    0.00;0;ENDLINE
LINE;2.88;32.35;100.37;0.00; 5.07;  5.59;   0.26;    0.00;0;ENDLINE
LINE;2.89;32.37;100.31;0.00; 5.07;  5.59;   0.25;    0.00;0;ENDLINE
LINE;2.90;32.39;100.26;0.00; 5.07;  5.60;   0.24;    0.00;0;ENDLINE
LINE;2.91;32.41;100.21;0.00; 5.07;  5.60;   0.23;    0.00;0;ENDLINE
LINE;2.92;32.43;100.16;0.00; 5.07;  5.60;   0.22;    0.00;0;ENDLINE
LINE;2.93;32.45;100.10;0.00; 5.07;  5.60;   0.21;    0.00;0;ENDLINE
LINE;2.94;32.47;100.05;0.00; 5.07;  5.61;   0.21;    0.00;0;ENDLINE
LINE;2.95;32.49;100.00;0.00; 5.07;  5.61;   0.20;    0.00;0;ENDLINE
LINE;2.96;32.51;99.95;0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.97;32.53;99.89;0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.98;32.55;99.84;0.00; 5.07;  5.61;   0.18;    0.00;0;ENDLINE
LINE;2.99;32.57;99.79;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.00;32.59;99.74;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.01;32.61;99.68;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.02;32.63;99.63;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.03;32.65;99.58;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.04;32.67;99.53;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.05;32.69;99.47;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.06;32.71;99.42;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.07;32.73;99.37;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.08;32.75;99.32;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.09;32.77;99.26;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.10;32.79;99.21;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.11;32.81;99.16;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.12;32.83;99.10;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.13;32.85;99.05;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.14;32.87;99.00;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.15;32.89;98.95;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.16;32.91;98.89;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.17;32.93;98.84;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.18;32.95;98.79;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.19;32.97;98.74;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.20;32.99;98.68;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.21;33.01;98.63;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.22;33.03;98.58;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.23;33.05;98.52;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.24;33.07;98.47;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.25;33.09;98.42;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.26;33.11;98.37;0.00; 5.07;  5.65;   0.12;    0.00;0;ENDLINE
LINE;3.27;33.13;98.31;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.28;33.15;98.26;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.29;33.17;98.21;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.30;33.19;98.15;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.31;33.21;98.10;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.32;33.23;98.05;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.33;33.25;97.99;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.34;33.27;97.94;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.35;33.29;97.89;0.00; 5.07;  5.67;   0.11;    0.00;0;ENDLINE
LINE;3.36;33.31;97.84;0.00; 5.07;  5.67;   0.11;    0.00;0;ENDLINE
LINE;3.37;33.33;97.78;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.38;33.35;97.73;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.39;33.37;97.68;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.40;33.39;97.62;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.41;33.41;97.57;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.42;33.43;97.52;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.43;33.45;97.46;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.44;33.47;97.41;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.45;33.49;97.36;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.46;33.51;97.30;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.47;33.53;97.25;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.48;33.55;97.20;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.49;33.57;97.15;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.50;33.59;97.09;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.51;33.61;97.04;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.52;33.63;96.99;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.53;33.65;96.93;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.54;33.67;96.88;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.55;33.69;96.83;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.56;33.71;96.77;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.57;33.73;96.72;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.58;33.75;96.67;0.00; 5.07;  5.69;   0.07;    0.00;0;ENDLINE
LINE;3.59;33.77;96.61;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.60;33.79;96.56;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.61;33.81;96.51;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.62;33.83;96.45;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.63;33.85;96.40;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.64;33.87;96.35;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.65;33.89;96.29;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.66;33.91;96.24;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.67;33.93;96.19;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.68;33.95;96.13;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.69;33.97;96.08;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.70;33.99;96.03;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.71;34.01;95.98;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.72;34.03;95.92;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.73;34.05;95.87;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.74;34.07;95.82;0.00; 5.07;  5.69;   0.04;    0.00;0;ENDLINE
LINE;3.75;34.09;95.76;0.00; 5.07;  5.69;   0.04;    0.00;0;ENDLINE
LINE;3.76;34.11;95.71;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.77;34.13;95.66;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.78;34.15;95.60;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.79;34.17;95.55;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.80;34.19;95.50;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.81;34.21;95.44;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.82;34.23;95.39;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.83;34.25;95.34;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.84;34.27;95.28;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.85;34.29;95.23;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.86;34.31;95.18;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.87;34.33;95.12;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.88;34.35;95.07;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.89;34.37;95.02;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.90;34.39;94.96;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.91;34.41;94.91;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.92;34.43;94.86;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.93;34.45;94.80;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.94;34.47;94.75;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.95;34.49;94.70;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.96;34.51;94.64;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.97;34.53;94.59;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.98;34.55;94.54;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.99;34.57;94.48;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;4.00;34.59;94.43;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.01;34.61;94.38;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.02;34.63;94.32;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.03;34.65;94.27;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.04;34.67;94.22;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.05;34.69;94.16;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.06;34.71;94.11;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.07;34.74;94.06;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.08;34.76;94.00;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.09;34.78;93.95;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.10;34.80;93.90;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.11;34.82;93.84;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.12;34.84;93.79;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.13;34.86;93.74;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.14;34.88;93.68;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.15;34.90;93.63;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.16;34.92;93.58;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.17;34.94;93.52;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.18;34.96;93.47;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.19;34.98;93.42;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.20;35.00;93.36;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.21;35.02;93.31;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.22;35.04;93.26;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.23;35.06;93.20;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.24;35.08;93.15;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.25;35.10;93.10;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.26;35.12;93.04;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.27;35.14;92.99;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.28;35.16;92.94;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.29;35.18;92.88;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.30;35.20;92.83;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.31;35.22;92.78;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.32;35.24;92.72;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.33;35.26;92.67;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.34;35.28;92.62;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.35;35.30;92.56;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.36;35.32;92.51;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.37;35.34;92.46;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.38;35.36;92.40;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.39;35.38;92.35;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.40;35.40;92.30;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.41;35.42;92.24;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.42;35.44;92.19;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.43;35.46;92.14;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.44;35.48;92.08;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.45;35.50;92.03;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.46;35.52;91.98;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.47;35.54;91.92;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.48;35.56;91.87;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.49;35.58;91.82;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.50;35.60;91.76;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.51;35.62;91.71;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.52;35.64;91.66;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.53;35.66;91.60;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.54;35.68;91.55;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.55;35.70;91.50;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.56;35.72;91.44;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.57;35.74;91.39;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.58;35.76;91.34;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.59;35.78;91.28;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.60;35.80;91.23;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.61;35.82;91.18;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.62;35.84;91.12;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.63;35.86;91.07;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.64;35.88;91.02;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.65;35.90;90.96;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.66;35.92;90.91;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.67;35.94;90.86;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.68;35.96;90.80;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.69;35.98;90.75;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.70;36.00;90.70;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.71;36.02;90.64;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.72;36.04;90.59;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.73;36.06;90.54;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.74;36.08;90.48;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.75;36.10;90.43;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.76;36.12;90.38;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.77;36.14;90.32;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.78;36.16;90.27;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.79;36.18;90.22;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.80;36.20;90.16;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.81;36.22;90.11;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.82;36.24;90.06;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.83;36.26;90.00;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.84;36.28;89.95;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.85;36.30;89.90;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.86;36.33;89.84;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.87;36.35;89.79;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.88;36.37;89.74;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.89;36.39;89.68;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.90;36.41;89.63;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.91;36.43;89.58;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.92;36.45;89.53;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.93;36.47;89.47;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.94;36.49;89.42;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.95;36.51;89.37;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.96;36.53;89.31;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.97;36.55;89.26;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.98;36.57;89.21;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.99;36.59;89.15;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.00;36.61;89.10;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.01;36.63;89.05;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.02;36.65;88.99;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.03;36.67;88.94;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.04;36.69;88.89;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.05;36.71;88.83;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.06;36.73;88.78;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.07;36.75;88.73;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.08;36.77;88.68;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.09;36.79;88.62;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.10;36.81;88.57;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.11;36.83;88.52;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.12;36.85;88.46;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.13;36.87;88.41;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.14;36.89;88.36;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.15;36.91;88.30;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.16;36.93;88.25;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.17;36.95;88.20;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.18;36.97;88.14;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.19;36.99;88.09;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.20;37.01;88.04;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.21;37.03;87.98;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.22;37.05;87.93;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.23;37.07;87.88;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.24;37.09;87.83;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.25;37.11;87.77;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.26;37.13;87.72;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.27;37.15;87.67;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.28;37.17;87.61;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.29;37.19;87.56;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.30;37.21;87.51;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.31;37.23;87.45;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.32;37.25;87.40;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.33;37.27;87.35;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.34;37.29;87.30;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.35;37.31;87.24;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.36;37.33;87.19;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.37;37.35;87.14;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.38;37.37;87.08;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.39;37.39;87.03;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.40;37.41;86.98;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.41;37.43;86.92;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.42;37.45;86.87;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.43;37.47;86.82;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.44;37.49;86.77;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.45;37.51;86.71;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.46;37.53;86.66;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.47;37.55;86.61;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.48;37.57;86.55;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.49;37.59;86.50;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.50;37.61;86.45;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.51;37.63;86.40;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.52;37.65;86.34;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.53;37.67;86.29;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.54;37.69;86.24;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.55;37.71;86.18;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.56;37.73;86.13;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.57;37.75;86.08;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.58;37.77;86.03;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.59;37.79;85.97;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.60;37.81;85.92;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.61;37.83;85.87;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.62;37.85;85.81;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.63;37.87;85.76;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.64;37.89;85.71;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.65;37.91;85.66;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
