TRAJECTORY;ASTAGarageSquare_fellow_2;0.1;1809;;;;;;;
LINE;0.74;33.24;109.34;0.00; 5.07;  1.48;   2.42;    0.00;0;ENDLINE
LINE;0.75;33.25;109.33;0.00; 5.07;  1.50;   2.41;    0.00;0;ENDLINE
LINE;0.76;33.25;109.31;0.00; 5.07;  1.53;   2.40;    0.00;0;ENDLINE
LINE;0.77;33.26;109.30;0.00; 5.07;  1.55;   2.39;    0.00;0;ENDLINE
LINE;0.78;33.26;109.28;0.00; 5.07;  1.57;   2.39;    0.00;0;ENDLINE
LINE;0.79;33.27;109.27;0.00; 5.07;  1.60;   2.38;    0.00;0;ENDLINE
LINE;0.80;33.27;109.25;0.00; 5.07;  1.62;   2.37;    0.00;0;ENDLINE
LINE;0.81;33.28;109.24;0.00; 5.07;  1.65;   2.37;    0.00;0;ENDLINE
LINE;0.82;33.28;109.22;0.00; 5.07;  1.67;   2.36;    0.00;0;ENDLINE
LINE;0.83;33.29;109.21;0.00; 5.07;  1.69;   2.35;    0.00;0;ENDLINE
LINE;0.84;33.30;109.19;0.00; 5.07;  1.72;   2.35;    0.00;0;ENDLINE
LINE;0.85;33.30;109.17;0.00; 5.07;  1.74;   2.34;    0.00;0;ENDLINE
LINE;0.86;33.31;109.16;0.00; 5.07;  1.76;   2.33;    0.00;0;ENDLINE
LINE;0.87;33.31;109.14;0.00; 5.07;  1.79;   2.33;    0.00;0;ENDLINE
LINE;0.88;33.32;109.12;0.00; 5.07;  1.81;   2.32;    0.00;0;ENDLINE
LINE;0.89;33.33;109.11;0.00; 5.07;  1.83;   2.31;    0.00;0;ENDLINE
LINE;0.90;33.33;109.09;0.00; 5.07;  1.86;   2.31;    0.00;0;ENDLINE
LINE;0.91;33.34;109.07;0.00; 5.07;  1.88;   2.30;    0.00;0;ENDLINE
LINE;0.92;33.35;109.05;0.00; 5.07;  1.90;   2.29;    0.00;0;ENDLINE
LINE;0.93;33.35;109.04;0.00; 5.07;  1.92;   2.29;    0.00;0;ENDLINE
LINE;0.94;33.36;109.02;0.00; 5.07;  1.95;   2.28;    0.00;0;ENDLINE
LINE;0.95;33.37;109.00;0.00; 5.07;  1.97;   2.27;    0.00;0;ENDLINE
LINE;0.96;33.37;108.98;0.00; 5.07;  1.99;   2.27;    0.00;0;ENDLINE
LINE;0.97;33.38;108.96;0.00; 5.07;  2.02;   2.26;    0.00;0;ENDLINE
LINE;0.98;33.39;108.94;0.00; 5.07;  2.04;   2.26;    0.00;0;ENDLINE
LINE;0.99;33.40;108.92;0.00; 5.07;  2.06;   2.25;    0.00;0;ENDLINE
LINE;1.00;33.40;108.91;0.00; 5.07;  2.08;   2.24;    0.00;0;ENDLINE
LINE;1.01;33.41;108.89;0.00; 5.07;  2.11;   2.24;    0.00;0;ENDLINE
LINE;1.02;33.42;108.87;0.00; 5.07;  2.13;   2.23;    0.00;0;ENDLINE
LINE;1.03;33.43;108.85;0.00; 5.07;  2.15;   2.23;    0.00;0;ENDLINE
LINE;1.04;33.43;108.83;0.00; 5.07;  2.17;   2.22;    0.00;0;ENDLINE
LINE;1.05;33.44;108.81;0.00; 5.07;  2.19;   2.21;    0.00;0;ENDLINE
LINE;1.06;33.45;108.78;0.00; 5.07;  2.22;   2.21;    0.00;0;ENDLINE
LINE;1.07;33.46;108.76;0.00; 5.07;  2.24;   2.20;    0.00;0;ENDLINE
LINE;1.08;33.47;108.74;0.00; 5.07;  2.26;   2.20;    0.00;0;ENDLINE
LINE;1.09;33.47;108.72;0.00; 5.07;  2.28;   2.19;    0.00;0;ENDLINE
LINE;1.10;33.48;108.70;0.00; 5.07;  2.31;   2.19;    0.00;0;ENDLINE
LINE;1.11;33.49;108.68;0.00; 5.07;  2.33;   2.18;    0.00;0;ENDLINE
LINE;1.12;33.50;108.66;0.00; 5.07;  2.35;   2.18;    0.00;0;ENDLINE
LINE;1.13;33.51;108.63;0.00; 5.07;  2.37;   2.17;    0.00;0;ENDLINE
LINE;1.14;33.51;108.61;0.00; 5.07;  2.39;   2.17;    0.00;0;ENDLINE
LINE;1.15;33.52;108.59;0.00; 5.07;  2.41;   2.16;    0.00;0;ENDLINE
LINE;1.16;33.53;108.57;0.00; 5.07;  2.44;   2.16;    0.00;0;ENDLINE
LINE;1.17;33.54;108.54;0.00; 5.07;  2.46;   2.16;    0.00;0;ENDLINE
LINE;1.18;33.55;108.52;0.00; 5.07;  2.48;   2.15;    0.00;0;ENDLINE
LINE;1.19;33.56;108.50;0.00; 5.07;  2.50;   2.15;    0.00;0;ENDLINE
LINE;1.20;33.57;108.47;0.00; 5.07;  2.52;   2.14;    0.00;0;ENDLINE
LINE;1.21;33.58;108.45;0.00; 5.07;  2.54;   2.14;    0.00;0;ENDLINE
LINE;1.22;33.58;108.43;0.00; 5.07;  2.56;   2.14;    0.00;0;ENDLINE
LINE;1.23;33.59;108.40;0.00; 5.07;  2.59;   2.13;    0.00;0;ENDLINE
LINE;1.24;33.60;108.38;0.00; 5.07;  2.61;   2.13;    0.00;0;ENDLINE
LINE;1.25;33.61;108.35;0.00; 5.07;  2.63;   2.13;    0.00;0;ENDLINE
LINE;1.26;33.62;108.33;0.00; 5.07;  2.65;   2.12;    0.00;0;ENDLINE
LINE;1.27;33.63;108.30;0.00; 5.07;  2.67;   2.12;    0.00;0;ENDLINE
LINE;1.28;33.64;108.28;0.00; 5.07;  2.69;   2.12;    0.00;0;ENDLINE
LINE;1.29;33.65;108.25;0.00; 5.07;  2.71;   2.12;    0.00;0;ENDLINE
LINE;1.30;33.66;108.23;0.00; 5.07;  2.73;   2.11;    0.00;0;ENDLINE
LINE;1.31;33.67;108.20;0.00; 5.07;  2.76;   2.11;    0.00;0;ENDLINE
LINE;1.32;33.68;108.18;0.00; 5.07;  2.78;   2.11;    0.00;0;ENDLINE
LINE;1.33;33.69;108.15;0.00; 5.07;  2.80;   2.11;    0.00;0;ENDLINE
LINE;1.34;33.70;108.12;0.00; 5.07;  2.82;   2.11;    0.00;0;ENDLINE
LINE;1.35;33.71;108.10;0.00; 5.07;  2.84;   2.11;    0.00;0;ENDLINE
LINE;1.36;33.72;108.07;0.00; 5.07;  2.86;   2.11;    0.00;0;ENDLINE
LINE;1.37;33.73;108.04;0.00; 5.07;  2.88;   2.11;    0.00;0;ENDLINE
LINE;1.38;33.74;108.02;0.00; 5.07;  2.90;   2.11;    0.00;0;ENDLINE
LINE;1.39;33.75;107.99;0.00; 5.07;  2.92;   2.11;    0.00;0;ENDLINE
LINE;1.40;33.76;107.96;0.00; 5.07;  2.95;   2.11;    0.00;0;ENDLINE
LINE;1.41;33.77;107.93;0.00; 5.07;  2.97;   2.11;    0.00;0;ENDLINE
LINE;1.42;33.78;107.91;0.00; 5.07;  2.99;   2.11;    0.00;0;ENDLINE
LINE;1.43;33.79;107.88;0.00; 5.07;  3.01;   2.11;    0.00;0;ENDLINE
LINE;1.44;33.80;107.85;0.00; 5.07;  3.03;   2.11;    0.00;0;ENDLINE
LINE;1.45;33.81;107.82;0.00; 5.07;  3.05;   2.11;    0.00;0;ENDLINE
LINE;1.46;33.82;107.79;0.00; 5.07;  3.07;   2.11;    0.00;0;ENDLINE
LINE;1.47;33.83;107.76;0.00; 5.07;  3.09;   2.11;    0.00;0;ENDLINE
LINE;1.48;33.85;107.74;0.00; 5.07;  3.11;   2.11;    0.00;0;ENDLINE
LINE;1.49;33.86;107.71;0.00; 5.07;  3.14;   2.11;    0.00;0;ENDLINE
LINE;1.50;33.87;107.68;0.00; 5.07;  3.16;   2.11;    0.00;0;ENDLINE
LINE;1.51;33.88;107.65;0.00; 5.07;  3.18;   2.11;    0.00;0;ENDLINE
LINE;1.52;33.89;107.62;0.00; 5.07;  3.20;   2.12;    0.00;0;ENDLINE
LINE;1.53;33.90;107.59;0.00; 5.07;  3.22;   2.12;    0.00;0;ENDLINE
LINE;1.54;33.91;107.56;0.00; 5.07;  3.24;   2.12;    0.00;0;ENDLINE
LINE;1.55;33.92;107.53;0.00; 5.07;  3.26;   2.12;    0.00;0;ENDLINE
LINE;1.56;33.94;107.50;0.00; 5.07;  3.28;   2.12;    0.00;0;ENDLINE
LINE;1.57;33.95;107.47;0.00; 5.07;  3.30;   2.12;    0.00;0;ENDLINE
LINE;1.58;33.96;107.43;0.00; 5.07;  3.33;   2.12;    0.00;0;ENDLINE
LINE;1.59;33.97;107.40;0.00; 5.07;  3.35;   2.12;    0.00;0;ENDLINE
LINE;1.60;33.98;107.37;0.00; 5.07;  3.37;   2.12;    0.00;0;ENDLINE
LINE;1.61;33.99;107.34;0.00; 5.07;  3.39;   2.12;    0.00;0;ENDLINE
LINE;1.62;34.01;107.31;0.00; 5.07;  3.41;   2.12;    0.00;0;ENDLINE
LINE;1.63;34.02;107.28;0.00; 5.07;  3.43;   2.12;    0.00;0;ENDLINE
LINE;1.64;34.03;107.24;0.00; 5.07;  3.45;   2.12;    0.00;0;ENDLINE
LINE;1.65;34.04;107.21;0.00; 5.07;  3.47;   2.12;    0.00;0;ENDLINE
LINE;1.66;34.06;107.18;0.00; 5.07;  3.50;   2.12;    0.00;0;ENDLINE
LINE;1.67;34.07;107.15;0.00; 5.07;  3.52;   2.12;    0.00;0;ENDLINE
LINE;1.68;34.08;107.11;0.00; 5.07;  3.54;   2.12;    0.00;0;ENDLINE
LINE;1.69;34.09;107.08;0.00; 5.07;  3.56;   2.12;    0.00;0;ENDLINE
LINE;1.70;34.11;107.05;0.00; 5.07;  3.58;   2.12;    0.00;0;ENDLINE
LINE;1.71;34.12;107.01;0.00; 5.07;  3.60;   2.12;    0.00;0;ENDLINE
LINE;1.72;34.13;106.98;0.00; 5.07;  3.62;   2.12;    0.00;0;ENDLINE
LINE;1.73;34.14;106.95;0.00; 5.07;  3.64;   2.12;    0.00;0;ENDLINE
LINE;1.74;34.16;106.91;0.00; 5.07;  3.67;   2.12;    0.00;0;ENDLINE
LINE;1.75;34.17;106.88;0.00; 5.07;  3.69;   2.12;    0.00;0;ENDLINE
LINE;1.76;34.18;106.84;0.00; 5.07;  3.71;   2.12;    0.00;0;ENDLINE
LINE;1.77;34.20;106.81;0.00; 5.07;  3.73;   2.12;    0.00;0;ENDLINE
LINE;1.78;34.21;106.77;0.00; 5.07;  3.75;   2.12;    0.00;0;ENDLINE
LINE;1.79;34.22;106.74;0.00; 5.07;  3.77;   2.12;    0.00;0;ENDLINE
LINE;1.80;34.24;106.70;0.00; 5.07;  3.79;   2.12;    0.00;0;ENDLINE
LINE;1.81;34.25;106.67;0.00; 5.07;  3.81;   2.12;    0.00;0;ENDLINE
LINE;1.82;34.26;106.63;0.00; 5.07;  3.84;   2.12;    0.00;0;ENDLINE
LINE;1.83;34.28;106.59;0.00; 5.07;  3.86;   2.12;    0.00;0;ENDLINE
LINE;1.84;34.29;106.56;0.00; 5.07;  3.88;   2.12;    0.00;0;ENDLINE
LINE;1.85;34.30;106.52;0.00; 5.07;  3.90;   2.12;    0.00;0;ENDLINE
LINE;1.86;34.32;106.48;0.00; 5.07;  3.92;   2.12;    0.00;0;ENDLINE
LINE;1.87;34.33;106.45;0.00; 5.07;  3.94;   2.12;    0.00;0;ENDLINE
LINE;1.88;34.35;106.41;0.00; 5.07;  3.96;   2.12;    0.00;0;ENDLINE
LINE;1.89;34.36;106.37;0.00; 5.07;  3.98;   2.12;    0.00;0;ENDLINE
LINE;1.90;34.37;106.34;0.00; 5.07;  4.01;   2.12;    0.00;0;ENDLINE
LINE;1.91;34.39;106.30;0.00; 5.07;  4.03;   2.12;    0.00;0;ENDLINE
LINE;1.92;34.40;106.26;0.00; 5.07;  4.05;   2.12;    0.00;0;ENDLINE
LINE;1.93;34.42;106.22;0.00; 5.07;  4.07;   2.12;    0.00;0;ENDLINE
LINE;1.94;34.43;106.19;0.00; 5.07;  4.09;   2.12;    0.00;0;ENDLINE
LINE;1.95;34.45;106.15;0.00; 5.07;  4.11;   2.12;    0.00;0;ENDLINE
LINE;1.96;34.46;106.11;0.00; 5.07;  4.13;   2.12;    0.00;0;ENDLINE
LINE;1.97;34.47;106.07;0.00; 5.07;  4.15;   2.12;    0.00;0;ENDLINE
LINE;1.98;34.49;106.03;0.00; 5.07;  4.17;   2.12;    0.00;0;ENDLINE
LINE;1.99;34.50;105.99;0.00; 5.07;  4.20;   2.12;    0.00;0;ENDLINE
LINE;2.00;34.52;105.95;0.00; 5.07;  4.22;   2.12;    0.00;0;ENDLINE
LINE;2.01;34.53;105.91;0.00; 5.07;  4.24;   2.12;    0.00;0;ENDLINE
LINE;2.02;34.55;105.87;0.00; 5.07;  4.26;   2.12;    0.00;0;ENDLINE
LINE;2.03;34.56;105.83;0.00; 5.07;  4.28;   2.12;    0.00;0;ENDLINE
LINE;2.04;34.58;105.79;0.00; 5.07;  4.30;   2.12;    0.00;0;ENDLINE
LINE;2.05;34.59;105.75;0.00; 5.07;  4.32;   2.12;    0.00;0;ENDLINE
LINE;2.06;34.61;105.71;0.00; 5.07;  4.34;   2.12;    0.00;0;ENDLINE
LINE;2.07;34.63;105.67;0.00; 5.07;  4.37;   2.12;    0.00;0;ENDLINE
LINE;2.08;34.64;105.63;0.00; 5.07;  4.39;   2.12;    0.00;0;ENDLINE
LINE;2.09;34.66;105.59;0.00; 5.07;  4.41;   2.12;    0.00;0;ENDLINE
LINE;2.10;34.67;105.55;0.00; 5.07;  4.43;   2.11;    0.00;0;ENDLINE
LINE;2.11;34.69;105.51;0.00; 5.07;  4.45;   2.11;    0.00;0;ENDLINE
LINE;2.12;34.70;105.46;0.00; 5.07;  4.47;   2.11;    0.00;0;ENDLINE
LINE;2.13;34.72;105.42;0.00; 5.07;  4.49;   2.11;    0.00;0;ENDLINE
LINE;2.14;34.73;105.38;0.00; 5.07;  4.51;   2.11;    0.00;0;ENDLINE
LINE;2.15;34.75;105.34;0.00; 5.07;  4.53;   2.11;    0.00;0;ENDLINE
LINE;2.16;34.77;105.30;0.00; 5.07;  4.56;   2.11;    0.00;0;ENDLINE
LINE;2.17;34.78;105.25;0.00; 5.07;  4.58;   2.11;    0.00;0;ENDLINE
LINE;2.18;34.80;105.21;0.00; 5.07;  4.60;   2.11;    0.00;0;ENDLINE
LINE;2.19;34.82;105.17;0.00; 5.07;  4.62;   2.11;    0.00;0;ENDLINE
LINE;2.20;34.83;105.12;0.00; 5.07;  4.64;   2.11;    0.00;0;ENDLINE
LINE;2.21;34.85;105.08;0.00; 5.07;  4.66;   2.11;    0.00;0;ENDLINE
LINE;2.22;34.86;105.04;0.00; 5.07;  4.68;   2.11;    0.00;0;ENDLINE
LINE;2.23;34.88;104.99;0.00; 5.07;  4.70;   2.11;    0.00;0;ENDLINE
LINE;2.24;34.90;104.95;0.00; 5.07;  4.72;   2.11;    0.00;0;ENDLINE
LINE;2.25;34.91;104.90;0.00; 5.07;  4.75;   2.11;    0.00;0;ENDLINE
LINE;2.26;34.93;104.86;0.00; 5.07;  4.77;   2.11;    0.00;0;ENDLINE
LINE;2.27;34.95;104.81;0.00; 5.07;  4.79;   2.11;    0.00;0;ENDLINE
LINE;2.28;34.97;104.77;0.00; 5.07;  4.81;   2.11;    0.00;0;ENDLINE
LINE;2.29;34.98;104.72;0.00; 5.07;  4.83;   2.11;    0.00;0;ENDLINE
LINE;2.30;35.00;104.68;0.00; 5.07;  4.85;   2.11;    0.00;0;ENDLINE
LINE;2.31;35.02;104.63;0.00; 5.07;  4.87;   2.11;    0.00;0;ENDLINE
LINE;2.32;35.03;104.59;0.00; 5.07;  4.89;   2.11;    0.00;0;ENDLINE
LINE;2.33;35.05;104.54;0.00; 5.07;  4.91;   2.11;    0.00;0;ENDLINE
LINE;2.34;35.07;104.50;0.00; 5.07;  4.93;   2.11;    0.00;0;ENDLINE
LINE;2.35;35.09;104.45;0.00; 5.07;  4.96;   2.11;    0.00;0;ENDLINE
LINE;2.36;35.10;104.40;0.00; 5.07;  4.98;   2.11;    0.00;0;ENDLINE
LINE;2.37;35.12;104.36;0.00; 5.07;  5.00;   2.11;    0.00;0;ENDLINE
LINE;2.38;35.14;104.31;0.00; 5.07;  5.02;   2.11;    0.00;0;ENDLINE
LINE;2.39;35.16;104.26;0.00; 5.07;  5.04;   2.11;    0.00;0;ENDLINE
LINE;2.40;35.17;104.22;0.00; 5.07;  5.06;   2.11;    0.00;0;ENDLINE
LINE;2.41;35.19;104.17;0.00; 5.07;  5.08;   2.11;    0.00;0;ENDLINE
LINE;2.42;35.21;104.12;0.00; 5.07;  5.10;   2.11;    0.00;0;ENDLINE
LINE;2.43;35.23;104.07;0.00; 5.07;  5.12;   2.11;    0.00;0;ENDLINE
LINE;2.44;35.25;104.02;0.00; 5.07;  5.15;   2.11;    0.00;0;ENDLINE
LINE;2.45;35.27;103.98;0.00; 5.07;  5.17;   2.11;    0.00;0;ENDLINE
LINE;2.46;35.28;103.93;0.00; 5.07;  5.19;   2.10;    0.00;0;ENDLINE
LINE;2.47;35.30;103.88;0.00; 5.07;  5.21;   2.10;    0.00;0;ENDLINE
LINE;2.48;35.32;103.83;0.00; 5.07;  5.23;   2.10;    0.00;0;ENDLINE
LINE;2.49;35.34;103.78;0.00; 5.07;  5.25;   2.10;    0.00;0;ENDLINE
LINE;2.50;35.36;103.73;0.00; 5.07;  5.27;   2.10;    0.00;0;ENDLINE
LINE;2.51;35.38;103.68;0.00; 5.07;  5.29;   2.10;    0.00;0;ENDLINE
LINE;2.52;35.39;103.63;0.00; 5.07;  5.31;   2.10;    0.00;0;ENDLINE
LINE;2.53;35.41;103.58;0.00; 5.07;  5.33;   2.09;    0.00;0;ENDLINE
LINE;2.54;35.43;103.53;0.00; 5.07;  5.36;   2.03;    0.00;0;ENDLINE
LINE;2.55;35.45;103.48;0.00; 5.07;  5.38;   1.90;    0.00;0;ENDLINE
LINE;2.56;35.47;103.43;0.00; 5.07;  5.39;   1.72;    0.00;0;ENDLINE
LINE;2.57;35.49;103.38;0.00; 5.07;  5.41;   1.56;    0.00;0;ENDLINE
LINE;2.58;35.51;103.33;0.00; 5.07;  5.43;   1.40;    0.00;0;ENDLINE
LINE;2.59;35.53;103.28;0.00; 5.07;  5.44;   1.23;    0.00;0;ENDLINE
LINE;2.60;35.55;103.23;0.00; 5.07;  5.45;   1.08;    0.00;0;ENDLINE
LINE;2.61;35.57;103.18;0.00; 5.07;  5.46;   0.96;    0.00;0;ENDLINE
LINE;2.62;35.59;103.13;0.00; 5.07;  5.47;   0.87;    0.00;0;ENDLINE
LINE;2.63;35.60;103.08;0.00; 5.07;  5.48;   0.78;    0.00;0;ENDLINE
LINE;2.64;35.62;103.02;0.00; 5.07;  5.49;   0.72;    0.00;0;ENDLINE
LINE;2.65;35.64;102.97;0.00; 5.07;  5.50;   0.67;    0.00;0;ENDLINE
LINE;2.66;35.66;102.92;0.00; 5.07;  5.50;   0.63;    0.00;0;ENDLINE
LINE;2.67;35.68;102.87;0.00; 5.07;  5.51;   0.59;    0.00;0;ENDLINE
LINE;2.68;35.70;102.82;0.00; 5.07;  5.52;   0.55;    0.00;0;ENDLINE
LINE;2.69;35.72;102.77;0.00; 5.07;  5.52;   0.52;    0.00;0;ENDLINE
LINE;2.70;35.74;102.72;0.00; 5.07;  5.53;   0.48;    0.00;0;ENDLINE
LINE;2.71;35.76;102.66;0.00; 5.07;  5.53;   0.46;    0.00;0;ENDLINE
LINE;2.72;35.78;102.61;0.00; 5.07;  5.54;   0.44;    0.00;0;ENDLINE
LINE;2.73;35.80;102.56;0.00; 5.07;  5.54;   0.42;    0.00;0;ENDLINE
LINE;2.74;35.82;102.51;0.00; 5.07;  5.55;   0.40;    0.00;0;ENDLINE
LINE;2.75;35.84;102.46;0.00; 5.07;  5.55;   0.39;    0.00;0;ENDLINE
LINE;2.76;35.86;102.40;0.00; 5.07;  5.55;   0.38;    0.00;0;ENDLINE
LINE;2.77;35.88;102.35;0.00; 5.07;  5.56;   0.36;    0.00;0;ENDLINE
LINE;2.78;35.90;102.30;0.00; 5.07;  5.56;   0.35;    0.00;0;ENDLINE
LINE;2.79;35.92;102.25;0.00; 5.07;  5.56;   0.34;    0.00;0;ENDLINE
LINE;2.80;35.94;102.20;0.00; 5.07;  5.57;   0.33;    0.00;0;ENDLINE
LINE;2.81;35.96;102.14;0.00; 5.07;  5.57;   0.32;    0.00;0;ENDLINE
LINE;2.82;35.98;102.09;0.00; 5.07;  5.57;   0.31;    0.00;0;ENDLINE
LINE;2.83;36.00;102.04;0.00; 5.07;  5.58;   0.30;    0.00;0;ENDLINE
