TRAJECTORY;ASTAGarageSquare_fellow_2;0.1;1809;;;;;;;
LINE;2.84;36.02;101.99;0.00; 5.07;  5.58;   0.29;    0.00;0;ENDLINE
LINE;2.85;36.04;101.94;0.00; 5.07;  5.58;   0.28;    0.00;0;ENDLINE
LINE;2.86;36.06;101.88;0.00; 5.07;  5.59;   0.27;    0.00;0;ENDLINE
LINE;2.87;36.08;101.83;0.00; 5.07;  5.59;   0.26;    0.00;0;ENDLINE
LINE;2.88;36.09;101.78;0.00; 5.07;  5.59;   0.26;    0.00;0;ENDLINE
LINE;2.89;36.11;101.73;0.00; 5.07;  5.59;   0.25;    0.00;0;ENDLINE
LINE;2.90;36.13;101.67;0.00; 5.07;  5.60;   0.24;    0.00;0;ENDLINE
LINE;2.91;36.15;101.62;0.00; 5.07;  5.60;   0.23;    0.00;0;ENDLINE
LINE;2.92;36.17;101.57;0.00; 5.07;  5.60;   0.22;    0.00;0;ENDLINE
LINE;2.93;36.19;101.52;0.00; 5.07;  5.60;   0.21;    0.00;0;ENDLINE
LINE;2.94;36.21;101.46;0.00; 5.07;  5.61;   0.21;    0.00;0;ENDLINE
LINE;2.95;36.23;101.41;0.00; 5.07;  5.61;   0.20;    0.00;0;ENDLINE
LINE;2.96;36.25;101.36;0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.97;36.27;101.31;0.00; 5.07;  5.61;   0.19;    0.00;0;ENDLINE
LINE;2.98;36.29;101.25;0.00; 5.07;  5.61;   0.18;    0.00;0;ENDLINE
LINE;2.99;36.31;101.20;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.00;36.33;101.15;0.00; 5.07;  5.62;   0.17;    0.00;0;ENDLINE
LINE;3.01;36.35;101.10;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.02;36.37;101.04;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.03;36.39;100.99;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.04;36.41;100.94;0.00; 5.07;  5.62;   0.16;    0.00;0;ENDLINE
LINE;3.05;36.43;100.89;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.06;36.45;100.83;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.07;36.47;100.78;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.08;36.49;100.73;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.09;36.51;100.68;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.10;36.53;100.62;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.11;36.55;100.57;0.00; 5.07;  5.63;   0.15;    0.00;0;ENDLINE
LINE;3.12;36.57;100.52;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.13;36.59;100.46;0.00; 5.07;  5.64;   0.15;    0.00;0;ENDLINE
LINE;3.14;36.61;100.41;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.15;36.63;100.36;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.16;36.65;100.31;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.17;36.67;100.25;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.18;36.69;100.20;0.00; 5.07;  5.64;   0.14;    0.00;0;ENDLINE
LINE;3.19;36.71;100.15;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.20;36.73;100.10;0.00; 5.07;  5.65;   0.14;    0.00;0;ENDLINE
LINE;3.21;36.75;100.04;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.22;36.77;99.99;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.23;36.79;99.94;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.24;36.81;99.88;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.25;36.83;99.83;0.00; 5.07;  5.65;   0.13;    0.00;0;ENDLINE
LINE;3.26;36.85;99.78;0.00; 5.07;  5.65;   0.12;    0.00;0;ENDLINE
LINE;3.27;36.87;99.73;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.28;36.89;99.67;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.29;36.91;99.62;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.30;36.93;99.57;0.00; 5.07;  5.66;   0.12;    0.00;0;ENDLINE
LINE;3.31;36.95;99.51;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.32;36.97;99.46;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.33;36.99;99.41;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.34;37.01;99.35;0.00; 5.07;  5.66;   0.11;    0.00;0;ENDLINE
LINE;3.35;37.03;99.30;0.00; 5.07;  5.67;   0.11;    0.00;0;ENDLINE
LINE;3.36;37.05;99.25;0.00; 5.07;  5.67;   0.11;    0.00;0;ENDLINE
LINE;3.37;37.07;99.20;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.38;37.09;99.14;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.39;37.11;99.09;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.40;37.13;99.04;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.41;37.15;98.98;0.00; 5.07;  5.67;   0.10;    0.00;0;ENDLINE
LINE;3.42;37.17;98.93;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.43;37.19;98.88;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.44;37.21;98.82;0.00; 5.07;  5.67;   0.09;    0.00;0;ENDLINE
LINE;3.45;37.23;98.77;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.46;37.25;98.72;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.47;37.27;98.66;0.00; 5.07;  5.68;   0.09;    0.00;0;ENDLINE
LINE;3.48;37.29;98.61;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.49;37.31;98.56;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.50;37.33;98.51;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.51;37.35;98.45;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.52;37.37;98.40;0.00; 5.07;  5.68;   0.08;    0.00;0;ENDLINE
LINE;3.53;37.39;98.35;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.54;37.41;98.29;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.55;37.43;98.24;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.56;37.45;98.19;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.57;37.47;98.13;0.00; 5.07;  5.68;   0.07;    0.00;0;ENDLINE
LINE;3.58;37.49;98.08;0.00; 5.07;  5.69;   0.07;    0.00;0;ENDLINE
LINE;3.59;37.51;98.03;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.60;37.53;97.97;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.61;37.55;97.92;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.62;37.57;97.87;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.63;37.59;97.81;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.64;37.61;97.76;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.65;37.63;97.71;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.66;37.65;97.65;0.00; 5.07;  5.69;   0.06;    0.00;0;ENDLINE
LINE;3.67;37.67;97.60;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.68;37.69;97.55;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.69;37.71;97.49;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.70;37.73;97.44;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.71;37.75;97.39;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.72;37.77;97.33;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.73;37.79;97.28;0.00; 5.07;  5.69;   0.05;    0.00;0;ENDLINE
LINE;3.74;37.81;97.23;0.00; 5.07;  5.69;   0.04;    0.00;0;ENDLINE
LINE;3.75;37.83;97.17;0.00; 5.07;  5.69;   0.04;    0.00;0;ENDLINE
LINE;3.76;37.85;97.12;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.77;37.87;97.07;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.78;37.89;97.02;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.79;37.91;96.96;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.80;37.93;96.91;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.81;37.95;96.86;0.00; 5.07;  5.70;   0.04;    0.00;0;ENDLINE
LINE;3.82;37.97;96.80;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.83;37.99;96.75;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.84;38.01;96.70;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.85;38.03;96.64;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.86;38.05;96.59;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.87;38.07;96.54;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.88;38.09;96.48;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.89;38.11;96.43;0.00; 5.07;  5.70;   0.03;    0.00;0;ENDLINE
LINE;3.90;38.13;96.38;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.91;38.15;96.32;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.92;38.18;96.27;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.93;38.20;96.22;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.94;38.22;96.16;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.95;38.24;96.11;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.96;38.26;96.06;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.97;38.28;96.00;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.98;38.30;95.95;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;3.99;38.32;95.90;0.00; 5.07;  5.70;   0.02;    0.00;0;ENDLINE
LINE;4.00;38.34;95.84;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.01;38.36;95.79;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.02;38.38;95.74;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.03;38.40;95.68;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.04;38.42;95.63;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.05;38.44;95.58;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.06;38.46;95.52;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.07;38.48;95.47;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.08;38.50;95.42;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.09;38.52;95.36;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.10;38.54;95.31;0.00; 5.07;  5.70;   0.01;    0.00;0;ENDLINE
LINE;4.11;38.56;95.26;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.12;38.58;95.20;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.13;38.60;95.15;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.14;38.62;95.10;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.15;38.64;95.04;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.16;38.66;94.99;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.17;38.68;94.94;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.18;38.70;94.88;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.19;38.72;94.83;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.20;38.74;94.78;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.21;38.76;94.72;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.22;38.78;94.67;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.23;38.80;94.62;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.24;38.82;94.56;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.25;38.84;94.51;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.26;38.86;94.45;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.27;38.88;94.40;0.00; 5.07;  5.70;   0.00;    0.00;0;ENDLINE
LINE;4.28;38.90;94.35;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.29;38.92;94.29;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.30;38.94;94.24;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.31;38.96;94.19;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.32;38.98;94.13;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.33;39.00;94.08;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.34;39.02;94.03;0.00; 5.07;  5.70;  -0.01;    0.00;0;ENDLINE
LINE;4.35;39.04;93.97;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.36;39.06;93.92;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.37;39.08;93.87;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.38;39.10;93.81;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.39;39.12;93.76;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.40;39.14;93.71;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.41;39.16;93.65;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.42;39.18;93.60;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.43;39.20;93.55;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.44;39.22;93.49;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.45;39.24;93.44;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.46;39.26;93.39;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.47;39.28;93.33;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.48;39.30;93.28;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.49;39.32;93.23;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.50;39.34;93.17;0.00; 5.07;  5.70;  -0.02;    0.00;0;ENDLINE
LINE;4.51;39.36;93.12;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.52;39.38;93.07;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.53;39.40;93.01;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.54;39.42;92.96;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.55;39.44;92.91;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.56;39.46;92.86;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.57;39.48;92.80;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.58;39.50;92.75;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.59;39.52;92.70;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.60;39.54;92.64;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.61;39.56;92.59;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.62;39.58;92.54;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.63;39.60;92.48;0.00; 5.07;  5.70;  -0.03;    0.00;0;ENDLINE
LINE;4.64;39.62;92.43;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.65;39.65;92.38;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.66;39.67;92.32;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.67;39.69;92.27;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.68;39.71;92.22;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.69;39.73;92.16;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.70;39.75;92.11;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.71;39.77;92.06;0.00; 5.07;  5.69;  -0.03;    0.00;0;ENDLINE
LINE;4.72;39.79;92.00;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.73;39.81;91.95;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.74;39.83;91.90;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.75;39.85;91.84;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.76;39.87;91.79;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.77;39.89;91.74;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.78;39.91;91.68;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.79;39.93;91.63;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.80;39.95;91.58;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.81;39.97;91.52;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.82;39.99;91.47;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.83;40.01;91.42;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.84;40.03;91.36;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.85;40.05;91.31;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.86;40.07;91.26;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.87;40.09;91.20;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.88;40.11;91.15;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.89;40.13;91.10;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.90;40.15;91.04;0.00; 5.07;  5.69;  -0.04;    0.00;0;ENDLINE
LINE;4.91;40.17;90.99;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.92;40.19;90.94;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.93;40.21;90.89;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.94;40.23;90.83;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.95;40.25;90.78;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.96;40.27;90.73;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.97;40.29;90.67;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.98;40.31;90.62;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;4.99;40.33;90.57;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.00;40.35;90.51;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.01;40.37;90.46;0.00; 5.07;  5.68;  -0.04;    0.00;0;ENDLINE
LINE;5.02;40.39;90.41;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.03;40.41;90.35;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.04;40.43;90.30;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.05;40.45;90.25;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.06;40.47;90.19;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.07;40.49;90.14;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.08;40.51;90.09;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.09;40.53;90.03;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.10;40.55;89.98;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.11;40.57;89.93;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.12;40.59;89.88;0.00; 5.07;  5.68;  -0.05;    0.00;0;ENDLINE
LINE;5.13;40.61;89.82;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.14;40.63;89.77;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.15;40.65;89.72;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.16;40.67;89.66;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.17;40.69;89.61;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.18;40.71;89.56;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.19;40.73;89.50;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.20;40.75;89.45;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.21;40.77;89.40;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.22;40.79;89.34;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.23;40.81;89.29;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.24;40.83;89.24;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.25;40.85;89.19;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.26;40.87;89.13;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.27;40.89;89.08;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.28;40.91;89.03;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.29;40.93;88.97;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.30;40.95;88.92;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.31;40.97;88.87;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.32;40.99;88.81;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.33;41.01;88.76;0.00; 5.07;  5.67;  -0.05;    0.00;0;ENDLINE
LINE;5.34;41.03;88.71;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.35;41.05;88.66;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.36;41.07;88.60;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.37;41.09;88.55;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.38;41.11;88.50;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.39;41.13;88.44;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.40;41.15;88.39;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.41;41.17;88.34;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.42;41.19;88.28;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.43;41.21;88.23;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.44;41.23;88.18;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.45;41.25;88.13;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.46;41.27;88.07;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.47;41.29;88.02;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.48;41.31;87.97;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.49;41.33;87.91;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.50;41.35;87.86;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.51;41.37;87.81;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.52;41.39;87.76;0.00; 5.07;  5.66;  -0.05;    0.00;0;ENDLINE
LINE;5.53;41.41;87.70;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.54;41.43;87.65;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.55;41.45;87.60;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.56;41.47;87.54;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.57;41.49;87.49;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.58;41.51;87.44;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.59;41.53;87.39;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.60;41.55;87.33;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.61;41.57;87.28;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.62;41.59;87.23;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.63;41.61;87.17;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.64;41.63;87.12;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.65;41.65;87.07;0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
